"","Race","Happy_level","Year"
"969","White","Not too happy",1972
"970","White","Pretty happy",1972
"971","White","Very happy",1972
"972","White","Very happy",1972
"973","White","Very happy",1972
"974","White","Pretty happy",1972
"975","White","Very happy",1972
"976","White","Pretty happy",1972
"977","White","Very happy",1972
"978","White","Not too happy",1972
"979","White","Very happy",1972
"980","White","Pretty happy",1972
"981","White","Very happy",1972
"982","White","Very happy",1972
"983","White","Pretty happy",1972
"984","White","Pretty happy",1972
"985","White","Not too happy",1972
"986","White","Pretty happy",1972
"987","White","Pretty happy",1972
"988","White","Pretty happy",1972
"989","White","Pretty happy",1972
"990","White","Pretty happy",1972
"991","Black","Not too happy",1972
"992","Black","Pretty happy",1972
"993","Black","Not too happy",1972
"994","Black","Not too happy",1972
"995","Black","Very happy",1972
"996","Black","Not too happy",1972
"997","Black","Not too happy",1972
"998","White","Pretty happy",1972
"999","White","Pretty happy",1972
"1000","White","Pretty happy",1972
"1001","White","Pretty happy",1972
"1002","White","Pretty happy",1972
"1003","White","Very happy",1972
"1004","White","Pretty happy",1972
"1005","White","Very happy",1972
"1006","White","Not too happy",1972
"1007","White","Not too happy",1972
"1008","White","Pretty happy",1972
"1009","White","Not too happy",1972
"1010","White","Pretty happy",1972
"1011","White","Pretty happy",1972
"1012","White","Pretty happy",1972
"1013","White","Very happy",1972
"1014","White","Pretty happy",1972
"1015","White","Pretty happy",1972
"1016","White","Pretty happy",1972
"1017","White","Pretty happy",1972
"1018","White","Pretty happy",1972
"1019","White","Not too happy",1972
"1020","White","Not too happy",1972
"1021","White","Very happy",1972
"1022","White","Very happy",1972
"1023","White","Pretty happy",1972
"1024","White","Pretty happy",1972
"1025","White","Pretty happy",1972
"1026","White","Very happy",1972
"1027","White","Pretty happy",1972
"1028","White","Pretty happy",1972
"1029","White","Pretty happy",1972
"1030","White","Not too happy",1972
"1031","White","Pretty happy",1972
"1032","White","Pretty happy",1972
"1033","White","Pretty happy",1972
"1034","White","Pretty happy",1972
"1035","White","Very happy",1972
"1036","Black","Very happy",1972
"1037","Black","Pretty happy",1972
"1038","White","Not too happy",1972
"1039","White","Very happy",1972
"1040","White","Pretty happy",1972
"1041","White","Very happy",1972
"1042","White","Not too happy",1972
"1043","White","Very happy",1972
"1044","White","Very happy",1972
"1045","White","Pretty happy",1972
"1046","White","Pretty happy",1972
"1047","White","Pretty happy",1972
"1048","White","Pretty happy",1972
"1049","White","Not too happy",1972
"1050","White","Pretty happy",1972
"1051","White","Pretty happy",1972
"1052","White","Pretty happy",1972
"1053","White","Pretty happy",1972
"1054","White","Pretty happy",1972
"1055","Black","Pretty happy",1972
"1056","Black","Very happy",1972
"1057","Black","Pretty happy",1972
"1058","Black","Not too happy",1972
"1059","Black","Not too happy",1972
"1060","Black","Pretty happy",1972
"1061","Black","Pretty happy",1972
"1062","Black","Pretty happy",1972
"1063","Black","Very happy",1972
"1064","White","Pretty happy",1972
"1065","White","Pretty happy",1972
"1066","White","Not too happy",1972
"1067","White","Pretty happy",1972
"1068","White","Pretty happy",1972
"1069","White","Very happy",1972
"1070","White","Not too happy",1972
"1071","White","Very happy",1972
"1072","White","Not too happy",1972
"1073","White","Very happy",1972
"1074","White","Very happy",1972
"1075","White","Very happy",1972
"1076","White","Pretty happy",1972
"1077","White","Very happy",1972
"1078","White","Pretty happy",1972
"1079","White","Pretty happy",1972
"1080","White","Not too happy",1972
"1081","White","Not too happy",1972
"1082","White","Pretty happy",1972
"1083","White","Pretty happy",1972
"1084","White","Pretty happy",1972
"1085","White","Pretty happy",1972
"1086","White","Pretty happy",1972
"1087","White","Very happy",1972
"1088","White","Very happy",1972
"1089","White","Very happy",1972
"1090","White","Very happy",1972
"1091","White","Pretty happy",1972
"1092","White","Pretty happy",1972
"1093","White","Pretty happy",1972
"1094","White","Pretty happy",1972
"1095","White","Pretty happy",1972
"1096","White","Pretty happy",1972
"1097","White","Pretty happy",1972
"1098","White","Pretty happy",1972
"1099","White","Pretty happy",1972
"1100","White","Not too happy",1972
"1101","White","Not too happy",1972
"1102","White","Pretty happy",1972
"1103","White","Very happy",1972
"1104","White","Not too happy",1972
"1105","White","Very happy",1972
"1106","White","Very happy",1972
"1107","White","Pretty happy",1972
"1108","White","Pretty happy",1972
"1109","White","Very happy",1972
"1110","White","Very happy",1972
"1111","White","Very happy",1972
"1112","White","Pretty happy",1972
"1113","White","Pretty happy",1972
"1114","White","Very happy",1972
"1115","White","Pretty happy",1972
"1116","White","Pretty happy",1972
"1117","White","Pretty happy",1972
"1118","White","Pretty happy",1972
"1119","Black","Very happy",1972
"1120","White","Pretty happy",1972
"1121","Black","Not too happy",1972
"1122","White","Pretty happy",1972
"1123","White","Very happy",1972
"1124","White","Very happy",1972
"1125","White","Pretty happy",1972
"1126","White","Pretty happy",1972
"1127","Black","Pretty happy",1972
"1128","White","Pretty happy",1972
"1129","White","Pretty happy",1972
"1130","White","Pretty happy",1972
"1131","White","Very happy",1972
"1132","White","Pretty happy",1972
"1133","White","Very happy",1972
"1134","White","Pretty happy",1972
"1135","White","Not too happy",1972
"1136","White","Very happy",1972
"1137","White","Very happy",1972
"1138","White","Very happy",1972
"1139","White","Pretty happy",1972
"1140","White","Very happy",1972
"1141","White","Very happy",1972
"1142","White","Very happy",1972
"1143","White","Not too happy",1972
"1144","White","Pretty happy",1972
"1145","White","Not too happy",1972
"1146","White","Pretty happy",1972
"1147","White","Very happy",1972
"1148","White","Very happy",1972
"1149","White","Not too happy",1972
"1150","White","Pretty happy",1972
"1151","White","Pretty happy",1972
"1152","White","Pretty happy",1972
"1153","White","Not too happy",1972
"1154","White","Pretty happy",1972
"1155","White","Pretty happy",1972
"1156","White","Very happy",1972
"1157","White","Pretty happy",1972
"1158","White","Very happy",1972
"1159","White","Pretty happy",1972
"1160","White","Pretty happy",1972
"1161","White","Very happy",1972
"1162","White","Pretty happy",1972
"1163","White","Pretty happy",1972
"1164","White","Very happy",1972
"1165","White","Pretty happy",1972
"1166","Black","Not too happy",1972
"1167","Black","Very happy",1972
"1168","Others","Not too happy",1972
"1169","Black","Not too happy",1972
"1170","Black","Pretty happy",1972
"1171","Black","Very happy",1972
"1172","Black","Very happy",1972
"1173","White","Pretty happy",1972
"1174","White","Pretty happy",1972
"1175","White","Pretty happy",1972
"1176","White","Pretty happy",1972
"1177","White","Pretty happy",1972
"1178","White","Not too happy",1972
"1179","White","Very happy",1972
"1180","White","Not too happy",1972
"1181","Black","Pretty happy",1972
"1182","Black","Pretty happy",1972
"1183","Black","Not too happy",1972
"1184","Black","Not too happy",1972
"1185","Black","Pretty happy",1972
"1186","Black","Pretty happy",1972
"1187","Black","Pretty happy",1972
"1188","Black","Not too happy",1972
"1189","Black","Pretty happy",1972
"1190","Black","Very happy",1972
"1191","Black","Pretty happy",1972
"1192","Black","Not too happy",1972
"1193","Black","Not too happy",1972
"1194","White","Pretty happy",1972
"1195","White","Pretty happy",1972
"1196","White","Very happy",1972
"1197","White","Pretty happy",1972
"1198","White","Pretty happy",1972
"1199","White","Very happy",1972
"1200","White","Pretty happy",1972
"1201","White","Pretty happy",1972
"1202","Black","Pretty happy",1972
"1203","Black","Very happy",1972
"1204","Black","Not too happy",1972
"1205","Black","Not too happy",1972
"1206","Black","Not too happy",1972
"1207","Black","Pretty happy",1972
"1208","Black","Not too happy",1972
"1209","White","Very happy",1972
"1210","White","Pretty happy",1972
"1211","White","Pretty happy",1972
"1212","White","Pretty happy",1972
"1213","White","Pretty happy",1972
"1214","White","Pretty happy",1972
"1215","White","Pretty happy",1972
"1216","White","Pretty happy",1972
"1217","White","Very happy",1972
"1218","White","Very happy",1972
"1219","White","Pretty happy",1972
"1220","White","Very happy",1972
"1221","White","Not too happy",1972
"1222","White","Very happy",1972
"1223","White","Pretty happy",1972
"1224","White","Pretty happy",1972
"1225","Black","Not too happy",1972
"1226","White","Pretty happy",1972
"1227","White","Very happy",1972
"1228","White","Pretty happy",1972
"1229","White","Very happy",1972
"1230","White","Very happy",1972
"1231","White","Very happy",1972
"1232","White","Pretty happy",1972
"1233","White","Pretty happy",1972
"1234","White","Pretty happy",1972
"1235","White","Very happy",1972
"1236","White","Pretty happy",1972
"1237","White","Very happy",1972
"1238","White","Pretty happy",1972
"1239","White","Pretty happy",1972
"1240","White","Pretty happy",1972
"1241","White","Pretty happy",1972
"1242","White","Pretty happy",1972
"1243","White","Pretty happy",1972
"1244","White","Pretty happy",1972
"1245","White","Not too happy",1972
"1246","White","Pretty happy",1972
"1247","White","Pretty happy",1972
"1248","White","Very happy",1972
"1249","White","Pretty happy",1972
"1250","White","Pretty happy",1972
"1251","White","Very happy",1972
"1252","White","Very happy",1972
"1253","White","Pretty happy",1972
"1254","Black","Pretty happy",1972
"1255","Black","Very happy",1972
"1256","Black","Pretty happy",1972
"1257","Black","Pretty happy",1972
"1258","Black","Very happy",1972
"1259","Black","Not too happy",1972
"1260","Black","Pretty happy",1972
"1261","White","Pretty happy",1972
"1262","White","Very happy",1972
"1263","White","Pretty happy",1972
"1264","White","Pretty happy",1972
"1265","White","Not too happy",1972
"1266","Black","Not too happy",1972
"1267","Black","Not too happy",1972
"1268","White","Very happy",1972
"1269","White","Very happy",1972
"1270","White","Very happy",1972
"1271","White","Not too happy",1972
"1272","White","Pretty happy",1972
"1273","White","Pretty happy",1972
"1274","White","Not too happy",1972
"1275","White","Not too happy",1972
"1276","White","Pretty happy",1972
"1277","White","Pretty happy",1972
"1278","White","Pretty happy",1972
"1279","White","Pretty happy",1972
"1280","White","Pretty happy",1972
"1281","White","Pretty happy",1972
"1282","White","Very happy",1972
"1283","White","Very happy",1972
"1284","White","Not too happy",1972
"1285","White","Very happy",1972
"1286","White","Not too happy",1972
"1287","White","Pretty happy",1972
"1288","White","Pretty happy",1972
"1289","White","Pretty happy",1972
"1290","White","Pretty happy",1972
"1291","White","Not too happy",1972
"1292","White","Very happy",1972
"1293","White","Not too happy",1972
"1294","White","Pretty happy",1972
"1295","White","Very happy",1972
"1296","White","Pretty happy",1972
"1297","White","Very happy",1972
"1298","White","Pretty happy",1972
"1299","White","Very happy",1972
"1300","White","Not too happy",1972
"1301","White","Very happy",1972
"1302","White","Pretty happy",1972
"1303","White","Pretty happy",1972
"1304","White","Pretty happy",1972
"1305","White","Pretty happy",1972
"1306","White","Pretty happy",1972
"1307","White","Pretty happy",1972
"1308","White","Pretty happy",1972
"1309","White","Very happy",1972
"1310","White","Not too happy",1972
"1311","White","Very happy",1972
"1312","White","Very happy",1972
"1313","White","Not too happy",1972
"1314","White","Not too happy",1972
"1315","White","Very happy",1972
"1316","White","Not too happy",1972
"1317","White","Pretty happy",1972
"1318","White","Pretty happy",1972
"1319","White","Pretty happy",1972
"1320","White","Pretty happy",1972
"1321","White","Very happy",1972
"1322","White","Pretty happy",1972
"1323","White","Pretty happy",1972
"1324","White","Not too happy",1972
"1325","White","Very happy",1972
"1326","White","Pretty happy",1972
"1327","White","Very happy",1972
"1328","White","Not too happy",1972
"1329","White","Pretty happy",1972
"1330","White","Not too happy",1972
"1331","White","Not too happy",1972
"1332","White","Not too happy",1972
"1333","White","Not too happy",1972
"1334","White","Pretty happy",1972
