"","Sex","Happy_level","Year"
"35607","Male","Very happy",2000
"35608","Female","Very happy",2000
"35609","Female","Pretty happy",2000
"35610","Male","Pretty happy",2000
"35611","Male","Pretty happy",2000
"35612","Female","Very happy",2000
"35613","Female","Pretty happy",2000
"35614","Female","Pretty happy",2000
"35615","Female","Very happy",2000
"35616","Female","Very happy",2000
"35617","Male","Very happy",2000
"35618","Female","Very happy",2000
"35619","Male","Pretty happy",2000
"35620","Female","Pretty happy",2000
"35621","Male","Pretty happy",2000
"35622","Female","Pretty happy",2000
"35623","Male","Pretty happy",2000
"35624","Female","Pretty happy",2000
"35625","Male","Pretty happy",2000
"35626","Male","Not too happy",2000
"35627","Male","Pretty happy",2000
"35628","Male","Pretty happy",2000
"35629","Male","Very happy",2000
"35630","Male","Pretty happy",2000
"35631","Male","Pretty happy",2000
"35632","Male","Pretty happy",2000
"35633","Male","Very happy",2000
"35634","Female","Not too happy",2000
"35635","Female","Not too happy",2000
"35636","Male","Very happy",2000
"35637","Male","Pretty happy",2000
"35638","Male","Pretty happy",2000
"35639","Female","Pretty happy",2000
"35640","Female","Very happy",2000
"35641","Male","Very happy",2000
"35642","Female","Pretty happy",2000
"35643","Female","Pretty happy",2000
"35644","Female","Pretty happy",2000
"35645","Male","Very happy",2000
"35646","Female","Not too happy",2000
"35647","Female","Pretty happy",2000
"35648","Female","Pretty happy",2000
"35649","Male","Pretty happy",2000
"35650","Female","Very happy",2000
"35651","Female","Not too happy",2000
"35652","Female","Pretty happy",2000
"35653","Female","Pretty happy",2000
"35654","Female","Very happy",2000
"35655","Female","Pretty happy",2000
"35656","Female","Pretty happy",2000
"35657","Male","Pretty happy",2000
"35658","Male","Not too happy",2000
"35659","Male","Very happy",2000
"35660","Male","Pretty happy",2000
"35661","Female","Pretty happy",2000
"35662","Female","Pretty happy",2000
"35663","Male","Pretty happy",2000
"35664","Female","Very happy",2000
"35665","Female","Pretty happy",2000
"35666","Male","Pretty happy",2000
"35667","Female","Pretty happy",2000
"35668","Male","Very happy",2000
"35669","Female","Pretty happy",2000
"35670","Female","Very happy",2000
"35671","Male","Pretty happy",2000
"35672","Male","Very happy",2000
"35673","Male","Not too happy",2000
"35674","Female","Pretty happy",2000
"35675","Female","Pretty happy",2000
"35676","Male","Pretty happy",2000
"35677","Female","Very happy",2000
"35678","Female","Very happy",2000
"35679","Female","Pretty happy",2000
"35680","Female","Very happy",2000
"35681","Female","Very happy",2000
"35682","Male","Pretty happy",2000
"35683","Female","Pretty happy",2000
"35684","Female","Pretty happy",2000
"35685","Female","Pretty happy",2000
"35686","Female","Pretty happy",2000
"35687","Female","Not too happy",2000
"35688","Male","Very happy",2000
"35689","Male","Pretty happy",2000
"35690","Male","Very happy",2000
"35691","Female","Very happy",2000
"35692","Female","Very happy",2000
"35693","Male","Very happy",2000
"35694","Female","Pretty happy",2000
"35695","Male","Pretty happy",2000
"35696","Female","Pretty happy",2000
"35697","Female","Pretty happy",2000
"35698","Male","Pretty happy",2000
"35699","Female","Pretty happy",2000
"35700","Female","Pretty happy",2000
"35701","Female","Pretty happy",2000
"35702","Male","Pretty happy",2000
"35703","Female","Very happy",2000
"35704","Male","Very happy",2000
"35705","Female","Pretty happy",2000
"35706","Female","Not too happy",2000
"35707","Female","Not too happy",2000
"35708","Male","Pretty happy",2000
"35709","Female","Pretty happy",2000
"35710","Male","Pretty happy",2000
"35711","Male","Not too happy",2000
"35712","Male","Pretty happy",2000
"35713","Female","Pretty happy",2000
"35714","Male","Pretty happy",2000
"35715","Female","Pretty happy",2000
"35716","Female","Pretty happy",2000
"35717","Male","Very happy",2000
"35718","Male","Very happy",2000
"35719","Male","Pretty happy",2000
"35720","Female","Pretty happy",2000
"35721","Male","Pretty happy",2000
"35722","Female","Pretty happy",2000
"35723","Male","Pretty happy",2000
"35724","Male","Pretty happy",2000
"35725","Female","Very happy",2000
"35726","Male","Not too happy",2000
"35727","Female","Very happy",2000
"35728","Male","Pretty happy",2000
"35729","Female","Very happy",2000
"35730","Female","Pretty happy",2000
"35731","Female","Pretty happy",2000
"35732","Male","Pretty happy",2000
"35733","Male","Pretty happy",2000
"35734","Female","Not too happy",2000
"35735","Male","Very happy",2000
"35736","Male","Very happy",2000
"35737","Female","Pretty happy",2000
"35738","Male","Pretty happy",2000
"35739","Male","Very happy",2000
"35740","Male","Pretty happy",2000
"35741","Male","Not too happy",2000
"35742","Female","Pretty happy",2000
"35743","Male","Not too happy",2000
"35744","Male","Very happy",2000
"35745","Male","Very happy",2000
"35746","Male","Pretty happy",2000
"35747","Female","Pretty happy",2000
"35748","Male","Very happy",2000
"35749","Male","Very happy",2000
"35750","Male","Pretty happy",2000
"35751","Male","Pretty happy",2000
"35752","Male","Pretty happy",2000
"35753","Female","Very happy",2000
"35754","Female","Very happy",2000
"35755","Female","Pretty happy",2000
"35756","Female","Not too happy",2000
"35757","Female","Pretty happy",2000
"35758","Female","Pretty happy",2000
"35759","Male","Very happy",2000
"35760","Female","Very happy",2000
"35761","Male","Pretty happy",2000
"35762","Female","Pretty happy",2000
"35763","Male","Not too happy",2000
"35764","Male","Pretty happy",2000
"35765","Male","Very happy",2000
"35766","Male","Pretty happy",2000
"35767","Male","Pretty happy",2000
"35768","Male","Very happy",2000
"35769","Female","Pretty happy",2000
"35770","Female","Very happy",2000
"35771","Male","Not too happy",2000
"35772","Female","Pretty happy",2000
"35773","Male","Pretty happy",2000
"35774","Male","Very happy",2000
"35775","Male","Not too happy",2000
"35776","Male","Pretty happy",2000
"35777","Male","Pretty happy",2000
"35778","Female","Pretty happy",2000
"35779","Male","Pretty happy",2000
"35780","Male","Very happy",2000
"35781","Female","Pretty happy",2000
"35782","Female","Very happy",2000
"35783","Female","Very happy",2000
"35784","Male","Very happy",2000
"35785","Male","Pretty happy",2000
"35786","Male","Pretty happy",2000
"35787","Female","Pretty happy",2000
"35788","Male","Pretty happy",2000
"35789","Female","Very happy",2000
"35790","Male","Pretty happy",2000
"35791","Male","Very happy",2000
"35792","Female","Pretty happy",2000
"35793","Male","Pretty happy",2000
"35794","Female","Very happy",2000
"35795","Male","Pretty happy",2000
"35796","Female","Very happy",2000
"35797","Male","Pretty happy",2000
"35798","Male","Very happy",2000
"35799","Male","Pretty happy",2000
"35800","Female","Very happy",2000
"35801","Female","Very happy",2000
"35802","Male","Very happy",2000
"35803","Female","Pretty happy",2000
"35804","Female","Pretty happy",2000
"35805","Female","Pretty happy",2000
"35806","Male","Very happy",2000
"35807","Female","Pretty happy",2000
"35808","Female","Pretty happy",2000
"35809","Female","Not too happy",2000
"35810","Male","Very happy",2000
"35811","Female","Pretty happy",2000
"35812","Female","Pretty happy",2000
"35813","Male","Pretty happy",2000
"35814","Female","Pretty happy",2000
"35815","Male","Very happy",2000
"35816","Female","Not too happy",2000
"35817","Female","Pretty happy",2000
