"","Sex","Happy_level","Year"
"8914","Female","Very happy",1978
"8915","Female","Pretty happy",1978
"8916","Female","Very happy",1978
"8917","Male","Very happy",1978
"8918","Male","Pretty happy",1978
"8919","Female","Pretty happy",1978
"8920","Male","Pretty happy",1978
"8921","Female","Not too happy",1978
"8922","Female","Very happy",1978
"8923","Male","Very happy",1978
"8924","Female","Pretty happy",1978
"8925","Male","Pretty happy",1978
"8926","Male","Pretty happy",1978
"8927","Female","Pretty happy",1978
"8928","Female","Very happy",1978
"8929","Male","Very happy",1978
"8930","Male","Very happy",1978
"8931","Male","Pretty happy",1978
"8932","Female","Pretty happy",1978
"8933","Female","Pretty happy",1978
"8934","Male","Pretty happy",1978
"8935","Male","Not too happy",1978
"8936","Female","Not too happy",1978
"8937","Female","Pretty happy",1978
"8938","Female","Not too happy",1978
"8939","Female","Very happy",1978
"8940","Female","Very happy",1978
"8941","Male","Pretty happy",1978
"8942","Male","Pretty happy",1978
"8943","Female","Pretty happy",1978
"8944","Female","Not too happy",1978
"8945","Female","Pretty happy",1978
"8946","Male","Very happy",1978
"8947","Female","Pretty happy",1978
"8948","Male","Pretty happy",1978
"8949","Male","Pretty happy",1978
"8950","Female","Pretty happy",1978
"8951","Female","Very happy",1978
"8952","Female","Pretty happy",1978
"8953","Female","Pretty happy",1978
"8954","Male","Pretty happy",1978
"8955","Male","Pretty happy",1978
"8956","Female","Pretty happy",1978
"8957","Male","Pretty happy",1978
"8958","Female","Pretty happy",1978
"8959","Male","Pretty happy",1978
"8960","Male","Pretty happy",1978
"8961","Female","Pretty happy",1978
"8962","Male","Pretty happy",1978
"8963","Female","Pretty happy",1978
"8964","Female","Pretty happy",1978
"8965","Male","Pretty happy",1978
"8966","Female","Pretty happy",1978
"8967","Female","Pretty happy",1978
"8968","Female","Very happy",1978
"8969","Female","Pretty happy",1978
"8970","Male","Very happy",1978
"8971","Female","Very happy",1978
"8972","Female","Pretty happy",1978
"8973","Male","Pretty happy",1978
"8974","Female","Very happy",1978
"8975","Male","Pretty happy",1978
"8976","Female","Pretty happy",1978
"8977","Male","Pretty happy",1978
"8978","Male","Pretty happy",1978
"8979","Female","Not too happy",1978
"8980","Female","Pretty happy",1978
"8981","Male","Pretty happy",1978
"8982","Female","Not too happy",1978
"8983","Female","Pretty happy",1978
"8984","Male","Pretty happy",1978
"8985","Female","Pretty happy",1978
"8986","Male","Not too happy",1978
"8987","Male","Not too happy",1978
"8988","Male","Pretty happy",1978
"8989","Female","Pretty happy",1978
"8990","Male","Pretty happy",1978
"8991","Female","Very happy",1978
"8992","Male","Very happy",1978
"8993","Male","Pretty happy",1978
"8994","Female","Very happy",1978
"8995","Female","Very happy",1978
"8996","Female","Not too happy",1978
"8997","Female","Pretty happy",1978
"8998","Male","Pretty happy",1978
"8999","Male","Pretty happy",1978
"9000","Male","Very happy",1978
"9001","Female","Pretty happy",1978
"9002","Female","Not too happy",1978
"9003","Male","Very happy",1978
"9004","Male","Very happy",1978
"9005","Female","Pretty happy",1978
"9006","Male","Pretty happy",1978
"9007","Male","Very happy",1978
"9008","Male","Pretty happy",1978
"9009","Female","Pretty happy",1978
"9010","Female","Pretty happy",1978
"9011","Female","Pretty happy",1978
"9012","Male","Pretty happy",1978
"9013","Female","Pretty happy",1978
"9014","Female","Very happy",1978
"9015","Male","Very happy",1978
"9016","Female","Very happy",1978
"9017","Female","Pretty happy",1978
"9018","Male","Pretty happy",1978
"9019","Female","Very happy",1978
"9020","Female","Pretty happy",1978
"9021","Female","Not too happy",1978
"9022","Female","Very happy",1978
"9023","Female","Not too happy",1978
"9024","Male","Not too happy",1978
"9025","Female","Not too happy",1978
"9026","Female","Not too happy",1978
"9027","Female","Very happy",1978
"9028","Female","Not too happy",1978
"9029","Female","Not too happy",1978
"9030","Female","Pretty happy",1978
"9031","Female","Pretty happy",1978
"9032","Female","Very happy",1978
"9033","Female","Pretty happy",1978
"9034","Male","Pretty happy",1978
"9035","Female","Very happy",1978
"9036","Male","Pretty happy",1978
"9037","Female","Very happy",1978
"9038","Male","Not too happy",1978
"9039","Male","Pretty happy",1978
"9040","Male","Pretty happy",1978
"9041","Male","Pretty happy",1978
"9042","Male","Very happy",1978
"9043","Female","Pretty happy",1978
"9044","Male","Very happy",1978
"9045","Male","Pretty happy",1978
"9046","Male","Very happy",1978
"9047","Female","Pretty happy",1978
"9048","Male","Pretty happy",1978
"9049","Male","Pretty happy",1978
"9050","Male","Pretty happy",1978
"9051","Female","Very happy",1978
"9052","Female","Very happy",1978
"9053","Male","Very happy",1978
"9054","Female","Pretty happy",1978
"9055","Female","Pretty happy",1978
"9056","Female","Pretty happy",1978
"9057","Female","Pretty happy",1978
"9058","Female","Not too happy",1978
"9059","Female","Pretty happy",1978
"9060","Female","Very happy",1978
"9061","Female","Pretty happy",1978
"9062","Female","Pretty happy",1978
"9063","Male","Very happy",1978
"9064","Male","Pretty happy",1978
"9065","Female","Not too happy",1978
"9066","Male","Pretty happy",1978
"9067","Female","Very happy",1978
"9068","Female","Pretty happy",1978
"9069","Female","Not too happy",1978
"9070","Male","Pretty happy",1978
"9071","Female","Very happy",1978
"9072","Male","Pretty happy",1978
"9073","Female","Pretty happy",1978
"9074","Female","Pretty happy",1978
"9075","Male","Not too happy",1978
"9076","Male","Pretty happy",1978
"9077","Female","Not too happy",1978
"9078","Male","Pretty happy",1978
"9079","Female","Pretty happy",1978
"9080","Female","Pretty happy",1978
"9081","Female","Pretty happy",1978
"9082","Female","Very happy",1978
"9083","Female","Pretty happy",1978
"9084","Female","Pretty happy",1978
"9085","Male","Pretty happy",1978
"9086","Female","Not too happy",1978
"9087","Female","Pretty happy",1978
"9088","Male","Very happy",1978
"9089","Male","Pretty happy",1978
"9090","Male","Very happy",1978
"9091","Female","Pretty happy",1978
"9092","Male","Pretty happy",1978
"9093","Male","Very happy",1978
"9094","Male","Very happy",1978
"9095","Female","Very happy",1978
"9096","Female","Pretty happy",1978
"9097","Male","Pretty happy",1978
"9098","Female","Pretty happy",1978
"9099","Male","Pretty happy",1978
"9100","Female","Very happy",1978
"9101","Female","Very happy",1978
"9102","Male","Pretty happy",1978
"9103","Female","Very happy",1978
"9104","Female","Pretty happy",1978
"9105","Male","Very happy",1978
"9106","Male","Very happy",1978
"9107","Male","Pretty happy",1978
"9108","Female","Very happy",1978
"9109","Female","Pretty happy",1978
"9110","Female","Very happy",1978
"9111","Male","Pretty happy",1978
"9112","Female","Pretty happy",1978
"9113","Male","Very happy",1978
"9114","Male","Pretty happy",1978
"9115","Male","Very happy",1978
"9116","Male","Not too happy",1978
"9117","Female","Very happy",1978
"9118","Female","Pretty happy",1978
"9119","Female","Pretty happy",1978
"9120","Female","Pretty happy",1978
"9121","Female","Very happy",1978
"9122","Female","Not too happy",1978
"9123","Female","Pretty happy",1978
"9124","Male","Pretty happy",1978
"9125","Male","Not too happy",1978
"9126","Male","Very happy",1978
"9127","Female","Pretty happy",1978
"9128","Male","Pretty happy",1978
"9129","Female","Pretty happy",1978
"9130","Female","Very happy",1978
"9131","Female","Very happy",1978
"9132","Female","Pretty happy",1978
"9133","Male","Pretty happy",1978
"9134","Female","Very happy",1978
"9135","Female","Very happy",1978
"9136","Male","Pretty happy",1978
"9137","Female","Pretty happy",1978
"9138","Male","Pretty happy",1978
"9139","Female","Not too happy",1978
"9140","Female","Not too happy",1978
"9141","Female","Pretty happy",1978
"9142","Male","Pretty happy",1978
"9143","Male","Very happy",1978
"9144","Female","Very happy",1978
"9145","Female","Very happy",1978
"9146","Female","Very happy",1978
"9147","Female","Pretty happy",1978
"9148","Female","Pretty happy",1978
"9149","Female","Pretty happy",1978
"9150","Female","Very happy",1978
"9151","Female","Very happy",1978
"9152","Female","Pretty happy",1978
"9153","Female","Very happy",1978
"9154","Female","Very happy",1978
"9155","Male","Very happy",1978
"9156","Female","Very happy",1978
"9157","Male","Pretty happy",1978
"9158","Female","Pretty happy",1978
"9159","Female","Pretty happy",1978
"9160","Female","Pretty happy",1978
"9161","Male","Pretty happy",1978
"9162","Male","Pretty happy",1978
"9163","Male","Very happy",1978
"9164","Female","Not too happy",1978
"9165","Male","Pretty happy",1978
"9166","Female","Very happy",1978
"9167","Female","Pretty happy",1978
"9168","Male","Very happy",1978
"9169","Male","Pretty happy",1978
"9170","Female","Pretty happy",1978
"9171","Female","Pretty happy",1978
"9172","Male","Pretty happy",1978
"9173","Male","Pretty happy",1978
"9174","Male","Pretty happy",1978
"9175","Female","Pretty happy",1978
"9176","Female","Very happy",1978
"9177","Female","Not too happy",1978
"9178","Male","Very happy",1978
"9179","Female","Pretty happy",1978
"9180","Male","Pretty happy",1978
"9181","Male","Not too happy",1978
"9182","Female","Pretty happy",1978
"9183","Female","Pretty happy",1978
"9184","Male","Not too happy",1978
"9185","Male","Not too happy",1978
"9186","Male","Very happy",1978
"9187","Male","Pretty happy",1978
"9188","Male","Very happy",1978
"9189","Male","Very happy",1978
"9190","Male","Pretty happy",1978
"9191","Female","Pretty happy",1978
"9192","Female","Very happy",1978
"9193","Female","Pretty happy",1978
"9194","Female","Very happy",1978
"9195","Male","Pretty happy",1978
"9196","Female","Very happy",1978
"9197","Female","Pretty happy",1978
"9198","Female","Pretty happy",1978
"9199","Male","Very happy",1978
"9200","Female","Very happy",1978
"9201","Female","Pretty happy",1978
"9202","Male","Pretty happy",1978
"9203","Female","Pretty happy",1978
"9204","Female","Very happy",1978
"9205","Male","Pretty happy",1978
"9206","Female","Very happy",1978
"9207","Male","Not too happy",1978
"9208","Female","Very happy",1978
"9209","Female","Pretty happy",1978
"9210","Male","Very happy",1978
"9211","Male","Not too happy",1978
"9212","Female","Not too happy",1978
"9213","Female","Very happy",1978
"9214","Female","Pretty happy",1978
"9215","Female","Pretty happy",1978
"9216","Female","Very happy",1978
"9217","Male","Pretty happy",1978
"9218","Female","Not too happy",1978
"9219","Female","Very happy",1978
"9220","Female","Not too happy",1978
"9221","Male","Very happy",1978
"9222","Female","Pretty happy",1978
"9223","Male","Pretty happy",1978
"9224","Male","Pretty happy",1978
"9225","Female","Pretty happy",1978
"9226","Male","Pretty happy",1978
"9227","Male","Very happy",1978
"9228","Male","Very happy",1978
"9229","Female","Not too happy",1978
"9230","Female","Pretty happy",1978
"9231","Female","Pretty happy",1978
"9232","Female","Pretty happy",1978
"9233","Female","Very happy",1978
"9234","Female","Pretty happy",1978
"9235","Female","Very happy",1978
"9236","Female","Pretty happy",1978
"9237","Female","Pretty happy",1978
"9238","Female","Very happy",1978
"9239","Female","Very happy",1978
"9240","Female","Not too happy",1978
"9241","Male","Very happy",1978
"9242","Male","Pretty happy",1978
"9243","Female","Very happy",1978
"9244","Female","Very happy",1978
"9245","Male","Very happy",1978
"9246","Male","Not too happy",1978
"9247","Male","Pretty happy",1978
"9248","Female","Pretty happy",1978
"9249","Female","Not too happy",1978
"9250","Female","Pretty happy",1978
"9251","Male","Pretty happy",1978
"9252","Female","Very happy",1978
"9253","Male","Pretty happy",1978
"9254","Female","Pretty happy",1978
"9255","Female","Pretty happy",1978
"9256","Female","Pretty happy",1978
"9257","Female","Pretty happy",1978
"9258","Male","Very happy",1978
"9259","Male","Pretty happy",1978
"9260","Female","Very happy",1978
"9261","Male","Pretty happy",1978
"9262","Female","Pretty happy",1978
"9263","Male","Pretty happy",1978
"9264","Female","Very happy",1978
"9265","Male","Very happy",1978
"9266","Female","Pretty happy",1978
"9267","Female","Not too happy",1978
"9268","Female","Pretty happy",1978
"9269","Male","Pretty happy",1978
"9270","Male","Very happy",1978
"9271","Female","Pretty happy",1978
"9272","Male","Very happy",1978
"9273","Female","Very happy",1978
"9274","Male","Pretty happy",1978
"9275","Male","Pretty happy",1978
"9276","Female","Pretty happy",1978
"9277","Female","Pretty happy",1978
"9278","Female","Pretty happy",1978
"9279","Female","Pretty happy",1978
"9280","Male","Pretty happy",1978
"9281","Female","Pretty happy",1978
"9282","Female","Pretty happy",1978
"9283","Female","Pretty happy",1978
"9284","Male","Very happy",1978
"9285","Male","Pretty happy",1978
"9286","Female","Pretty happy",1978
"9287","Female","Pretty happy",1978
"9288","Female","Pretty happy",1978
"9289","Female","Not too happy",1978
"9290","Female","Pretty happy",1978
"9291","Male","Very happy",1978
"9292","Male","Pretty happy",1978
"9293","Male","Pretty happy",1978
"9294","Male","Pretty happy",1978
"9295","Male","Pretty happy",1978
"9296","Male","Pretty happy",1978
"9297","Female","Pretty happy",1978
"9298","Female","Pretty happy",1978
"9299","Female","Very happy",1978
"9300","Male","Pretty happy",1978
"9301","Female","Pretty happy",1978
"9302","Female","Very happy",1978
"9303","Male","Pretty happy",1978
"9304","Male","Very happy",1978
"9305","Male","Pretty happy",1978
"9306","Female","Pretty happy",1978
"9307","Male","Pretty happy",1978
"9308","Female","Very happy",1978
"9309","Female","Very happy",1978
"9310","Male","Very happy",1978
"9311","Female","Very happy",1978
"9312","Male","Not too happy",1978
"9313","Male","Pretty happy",1978
"9314","Female","Pretty happy",1978
"9315","Male","Pretty happy",1978
"9316","Male","Very happy",1978
"9317","Male","Very happy",1978
"9318","Male","Pretty happy",1978
"9319","Male","Pretty happy",1978
"9320","Male","Pretty happy",1978
"9321","Male","Pretty happy",1978
"9322","Female","Very happy",1978
"9323","Female","Pretty happy",1978
"9324","Male","Very happy",1978
"9325","Female","Pretty happy",1978
"9326","Female","Pretty happy",1978
"9327","Female","Pretty happy",1978
"9328","Male","Very happy",1978
"9329","Female","Pretty happy",1978
"9330","Male","Pretty happy",1978
"9331","Female","Pretty happy",1978
"9332","Male","Very happy",1978
"9333","Female","Pretty happy",1978
"9334","Male","Not too happy",1978
"9335","Female","Very happy",1978
"9336","Male","Pretty happy",1978
"9337","Female","Pretty happy",1978
"9338","Female","Very happy",1978
"9339","Male","Pretty happy",1978
"9340","Male","Very happy",1978
"9341","Male","Very happy",1978
"9342","Female","Very happy",1978
"9343","Female","Pretty happy",1978
"9344","Female","Pretty happy",1978
"9345","Female","Pretty happy",1978
"9346","Female","Pretty happy",1978
"9347","Female","Very happy",1978
"9348","Female","Not too happy",1978
"9349","Male","Pretty happy",1978
"9350","Female","Very happy",1978
"9351","Female","Pretty happy",1978
"9352","Female","Very happy",1978
"9353","Female","Very happy",1978
"9354","Male","Pretty happy",1978
"9355","Male","Not too happy",1978
"9356","Female","Very happy",1978
"9357","Male","Pretty happy",1978
"9358","Female","Pretty happy",1978
"9359","Male","Pretty happy",1978
"9360","Male","Pretty happy",1978
"9361","Female","Pretty happy",1978
"9362","Male","Pretty happy",1978
"9363","Male","Pretty happy",1978
"9364","Male","Pretty happy",1978
"9365","Female","Pretty happy",1978
"9366","Male","Pretty happy",1978
"9367","Female","Pretty happy",1978
"9368","Female","Pretty happy",1978
"9369","Female","Very happy",1978
"9370","Female","Very happy",1978
"9371","Male","Pretty happy",1978
"9372","Male","Very happy",1978
"9373","Male","Pretty happy",1978
"9374","Female","Pretty happy",1978
"9375","Female","Pretty happy",1978
"9376","Male","Not too happy",1978
"9377","Female","Pretty happy",1978
"9378","Male","Very happy",1978
"9379","Male","Very happy",1978
"9380","Female","Pretty happy",1978
"9381","Male","Pretty happy",1978
"9382","Male","Pretty happy",1978
"9383","Male","Pretty happy",1978
"9384","Female","Very happy",1978
"9385","Female","Pretty happy",1978
"9386","Male","Very happy",1978
"9387","Female","Pretty happy",1978
"9388","Male","Pretty happy",1978
"9389","Male","Pretty happy",1978
"9390","Female","Pretty happy",1978
"9391","Female","Pretty happy",1978
"9392","Female","Pretty happy",1978
"9393","Female","Pretty happy",1978
"9394","Female","Pretty happy",1978
"9395","Male","Pretty happy",1978
"9396","Female","Pretty happy",1978
"9397","Male","Pretty happy",1978
"9398","Female","Pretty happy",1978
"9399","Female","Pretty happy",1978
"9400","Male","Very happy",1978
"9401","Female","Pretty happy",1978
"9402","Male","Pretty happy",1978
"9403","Female","Very happy",1978
"9404","Male","Pretty happy",1978
"9405","Female","Very happy",1978
"9406","Female","Pretty happy",1978
"9407","Male","Pretty happy",1978
"9408","Female","Pretty happy",1978
"9409","Male","Pretty happy",1978
"9410","Male","Very happy",1978
"9411","Male","Not too happy",1978
"9412","Female","Very happy",1978
"9413","Male","Pretty happy",1978
"9414","Female","Pretty happy",1978
"9415","Male","Very happy",1978
"9416","Male","Pretty happy",1978
"9417","Female","Pretty happy",1978
"9418","Male","Pretty happy",1978
"9419","Male","Not too happy",1978
"9420","Female","Pretty happy",1978
"9421","Male","Not too happy",1978
"9422","Male","Very happy",1978
"9423","Male","Very happy",1978
"9424","Female","Pretty happy",1978
"9425","Male","Very happy",1978
"9426","Female","Very happy",1978
"9427","Female","Not too happy",1978
"9428","Female","Very happy",1978
"9429","Male","Very happy",1978
"9430","Female","Pretty happy",1978
"9431","Male","Very happy",1978
"9432","Female","Not too happy",1978
"9433","Female","Very happy",1978
"9434","Female","Very happy",1978
"9435","Female","Pretty happy",1978
"9436","Female","Very happy",1978
"9437","Male","Very happy",1978
"9438","Male","Very happy",1978
"9439","Male","Very happy",1978
"9440","Male","Pretty happy",1978
"9441","Male","Pretty happy",1978
"9442","Male","Not too happy",1978
"9443","Female","Pretty happy",1978
"9444","Female","Pretty happy",1978
"9445","Male","Pretty happy",1978
"9446","Male","Pretty happy",1978
"9447","Female","Very happy",1978
"9448","Male","Very happy",1978
"9449","Female","Pretty happy",1978
"9450","Female","Pretty happy",1978
"9451","Male","Pretty happy",1978
"9452","Female","Not too happy",1978
"9453","Male","Pretty happy",1978
"9454","Female","Pretty happy",1978
"9455","Male","Not too happy",1978
"9456","Female","Not too happy",1978
"9457","Female","Pretty happy",1978
"9458","Male","Not too happy",1978
"9459","Male","Very happy",1978
"9460","Female","Pretty happy",1978
"9461","Male","Pretty happy",1978
"9462","Female","Not too happy",1978
"9463","Male","Very happy",1978
"9464","Male","Very happy",1978
"9465","Female","Pretty happy",1978
"9466","Male","Not too happy",1978
"9467","Female","Pretty happy",1978
"9468","Male","Pretty happy",1978
"9469","Female","Pretty happy",1978
"9470","Male","Not too happy",1978
"9471","Male","Pretty happy",1978
"9472","Female","Very happy",1978
"9473","Female","Pretty happy",1978
"9474","Male","Not too happy",1978
"9475","Female","Very happy",1978
"9476","Male","Not too happy",1978
"9477","Female","Pretty happy",1978
"9478","Male","Very happy",1978
"9479","Male","Very happy",1978
"9480","Female","Pretty happy",1978
"9481","Male","Not too happy",1978
"9482","Male","Very happy",1978
"9483","Female","Very happy",1978
"9484","Female","Pretty happy",1978
"9485","Male","Very happy",1978
"9486","Female","Pretty happy",1978
"9487","Female","Pretty happy",1978
"9488","Male","Very happy",1978
"9489","Female","Pretty happy",1978
"9490","Male","Not too happy",1978
"9491","Female","Pretty happy",1978
"9492","Female","Pretty happy",1978
"9493","Female","Pretty happy",1978
"9494","Female","Pretty happy",1978
"9495","Male","Not too happy",1978
"9496","Female","Pretty happy",1978
"9497","Female","Pretty happy",1978
"9498","Female","Very happy",1978
"9499","Male","Very happy",1978
"9500","Female","Very happy",1978
"9501","Male","Pretty happy",1978
"9502","Male","Very happy",1978
"9503","Female","Pretty happy",1978
"9504","Male","Very happy",1978
"9505","Female","Very happy",1978
"9506","Male","Pretty happy",1978
"9507","Female","Very happy",1978
"9508","Female","Very happy",1978
"9509","Female","Not too happy",1978
"9510","Male","Very happy",1978
"9511","Female","Pretty happy",1978
"9512","Female","Pretty happy",1978
"9513","Female","Pretty happy",1978
"9514","Female","Pretty happy",1978
"9515","Female","Very happy",1978
"9516","Male","Pretty happy",1978
"9517","Female","Very happy",1978
"9518","Male","Pretty happy",1978
"9519","Female","Very happy",1978
"9520","Male","Very happy",1978
"9521","Female","Pretty happy",1978
"9522","Female","Pretty happy",1978
"9523","Female","Very happy",1978
"9524","Male","Very happy",1978
"9525","Male","Pretty happy",1978
"9526","Male","Pretty happy",1978
"9527","Male","Pretty happy",1978
"9528","Female","Pretty happy",1978
"9529","Female","Very happy",1978
"9530","Male","Pretty happy",1978
"9531","Male","Not too happy",1978
"9532","Female","Pretty happy",1978
"9533","Female","Very happy",1978
"9534","Male","Pretty happy",1978
"9535","Female","Pretty happy",1978
"9536","Female","Very happy",1978
"9537","Male","Very happy",1978
"9538","Female","Pretty happy",1978
"9539","Female","Pretty happy",1978
"9540","Female","Very happy",1978
"9541","Female","Very happy",1978
"9542","Male","Pretty happy",1978
"9543","Male","Pretty happy",1978
"9544","Female","Very happy",1978
"9545","Male","Pretty happy",1978
"9546","Male","Pretty happy",1978
"9547","Male","Very happy",1978
"9548","Male","Very happy",1978
"9549","Male","Very happy",1978
"9550","Male","Pretty happy",1978
"9551","Female","Not too happy",1978
"9552","Female","Pretty happy",1978
"9553","Male","Very happy",1978
"9554","Female","Pretty happy",1978
"9555","Male","Very happy",1978
"9556","Female","Very happy",1978
"9557","Male","Very happy",1978
"9558","Male","Very happy",1978
"9559","Female","Very happy",1978
"9560","Female","Very happy",1978
"9561","Female","Very happy",1978
"9562","Female","Pretty happy",1978
"9563","Female","Very happy",1978
"9564","Female","Very happy",1978
"9565","Male","Pretty happy",1978
"9566","Male","Pretty happy",1978
"9567","Male","Very happy",1978
"9568","Male","Pretty happy",1978
"9569","Female","Very happy",1978
"9570","Female","Very happy",1978
"9571","Female","Pretty happy",1978
"9572","Female","Very happy",1978
"9573","Female","Very happy",1978
"9574","Female","Not too happy",1978
"9575","Male","Not too happy",1978
"9576","Male","Pretty happy",1978
"9577","Female","Pretty happy",1978
"9578","Female","Pretty happy",1978
"9579","Male","Pretty happy",1978
"9580","Male","Not too happy",1978
"9581","Female","Very happy",1978
"9582","Female","Pretty happy",1978
"9583","Male","Not too happy",1978
"9584","Male","Not too happy",1978
"9585","Female","Pretty happy",1978
"9586","Female","Not too happy",1978
"9587","Female","Pretty happy",1978
"9588","Female","Pretty happy",1978
"9589","Female","Pretty happy",1978
"9590","Male","Very happy",1978
"9591","Female","Very happy",1978
"9592","Male","Not too happy",1980
"9593","Male","Very happy",1980
"9594","Female","Not too happy",1980
"9595","Female","Very happy",1980
"9596","Female","Pretty happy",1980
"9597","Male","Not too happy",1980
"9598","Male","Pretty happy",1980
"9599","Female","Pretty happy",1980
"9600","Male","Very happy",1980
"9601","Female","Pretty happy",1980
"9602","Female","Very happy",1980
"9603","Female","Very happy",1980
"9604","Male","Not too happy",1980
"9605","Female","Pretty happy",1980
"9606","Male","Pretty happy",1980
"9607","Male","Pretty happy",1980
"9608","Female","Pretty happy",1980
"9609","Female","Pretty happy",1980
"9610","Female","Very happy",1980
"9611","Female","Pretty happy",1980
"9612","Female","Pretty happy",1980
"9613","Female","Very happy",1980
"9614","Female","Very happy",1980
"9615","Female","Not too happy",1980
"9616","Male","Very happy",1980
"9617","Female","Pretty happy",1980
"9618","Female","Not too happy",1980
"9619","Male","Pretty happy",1980
"9620","Female","Pretty happy",1980
"9621","Male","Not too happy",1980
"9622","Male","Pretty happy",1980
"9623","Female","Very happy",1980
"9624","Male","Pretty happy",1980
"9625","Male","Not too happy",1980
"9626","Male","Very happy",1980
"9627","Female","Not too happy",1980
"9628","Female","Not too happy",1980
"9629","Male","Pretty happy",1980
"9630","Male","Not too happy",1980
"9631","Female","Very happy",1980
"9632","Female","Pretty happy",1980
"9633","Female","Not too happy",1980
"9634","Female","Pretty happy",1980
"9635","Male","Very happy",1980
"9636","Female","Pretty happy",1980
"9637","Male","Pretty happy",1980
"9638","Female","Pretty happy",1980
"9639","Female","Pretty happy",1980
"9640","Female","Very happy",1980
"9641","Female","Not too happy",1980
"9642","Female","Pretty happy",1980
"9643","Female","Pretty happy",1980
"9644","Female","Very happy",1980
"9645","Male","Not too happy",1980
"9646","Female","Very happy",1980
"9647","Male","Pretty happy",1980
"9648","Male","Pretty happy",1980
"9649","Female","Pretty happy",1980
"9650","Male","Very happy",1980
"9651","Female","Pretty happy",1980
"9652","Female","Pretty happy",1980
"9653","Male","Not too happy",1980
"9654","Male","Very happy",1980
"9655","Female","Not too happy",1980
"9656","Female","Pretty happy",1980
"9657","Female","Very happy",1980
"9658","Male","Not too happy",1980
"9659","Male","Very happy",1980
"9660","Male","Pretty happy",1980
"9661","Female","Very happy",1980
"9662","Female","Pretty happy",1980
"9663","Male","Very happy",1980
"9664","Female","Very happy",1980
"9665","Male","Very happy",1980
"9666","Male","Very happy",1980
"9667","Female","Very happy",1980
"9668","Male","Pretty happy",1980
"9669","Female","Very happy",1980
"9670","Male","Very happy",1980
"9671","Male","Pretty happy",1980
"9672","Female","Not too happy",1980
"9673","Female","Not too happy",1980
"9674","Female","Not too happy",1980
"9675","Male","Not too happy",1980
"9676","Male","Pretty happy",1980
"9677","Male","Pretty happy",1980
"9678","Female","Pretty happy",1980
"9679","Female","Pretty happy",1980
"9680","Male","Pretty happy",1980
"9681","Male","Not too happy",1980
"9682","Male","Pretty happy",1980
"9683","Female","Very happy",1980
"9684","Male","Pretty happy",1980
"9685","Female","Very happy",1980
"9686","Female","Pretty happy",1980
"9687","Male","Pretty happy",1980
"9688","Male","Very happy",1980
"9689","Female","Pretty happy",1980
"9690","Female","Pretty happy",1980
"9691","Female","Pretty happy",1980
"9692","Male","Not too happy",1980
"9693","Male","Pretty happy",1980
"9694","Male","Not too happy",1980
"9695","Female","Very happy",1980
"9696","Male","Very happy",1980
"9697","Male","Pretty happy",1980
"9698","Male","Pretty happy",1980
"9699","Female","Very happy",1980
"9700","Male","Pretty happy",1980
"9701","Male","Pretty happy",1980
"9702","Male","Pretty happy",1980
"9703","Male","Pretty happy",1980
"9704","Female","Pretty happy",1980
"9705","Male","Pretty happy",1980
"9706","Male","Very happy",1980
"9707","Female","Very happy",1980
"9708","Female","Pretty happy",1980
"9709","Female","Very happy",1980
"9710","Male","Pretty happy",1980
"9711","Female","Pretty happy",1980
"9712","Male","Very happy",1980
"9713","Female","Very happy",1980
"9714","Female","Pretty happy",1980
"9715","Female","Pretty happy",1980
"9716","Female","Not too happy",1980
"9717","Female","Very happy",1980
"9718","Female","Not too happy",1980
"9719","Male","Pretty happy",1980
"9720","Female","Very happy",1980
"9721","Female","Pretty happy",1980
"9722","Female","Very happy",1980
"9723","Female","Pretty happy",1980
"9724","Female","Not too happy",1980
"9725","Male","Pretty happy",1980
"9726","Male","Pretty happy",1980
"9727","Female","Pretty happy",1980
"9728","Male","Pretty happy",1980
"9729","Female","Very happy",1980
"9730","Male","Pretty happy",1980
"9731","Female","Very happy",1980
"9732","Male","Very happy",1980
"9733","Female","Pretty happy",1980
"9734","Male","Pretty happy",1980
"9735","Female","Pretty happy",1980
"9736","Male","Not too happy",1980
"9737","Female","Very happy",1980
"9738","Male","Pretty happy",1980
"9739","Female","Very happy",1980
"9740","Male","Pretty happy",1980
"9741","Female","Pretty happy",1980
"9742","Male","Very happy",1980
"9743","Female","Pretty happy",1980
"9744","Female","Very happy",1980
"9745","Male","Pretty happy",1980
"9746","Male","Pretty happy",1980
"9747","Female","Very happy",1980
"9748","Female","Pretty happy",1980
"9749","Male","Pretty happy",1980
"9750","Female","Pretty happy",1980
"9751","Male","Pretty happy",1980
"9752","Female","Very happy",1980
"9753","Female","Not too happy",1980
"9754","Female","Pretty happy",1980
"9755","Male","Pretty happy",1980
"9756","Female","Pretty happy",1980
"9757","Male","Very happy",1980
"9758","Male","Pretty happy",1980
"9759","Female","Not too happy",1980
"9760","Female","Pretty happy",1980
"9761","Female","Very happy",1980
"9762","Male","Pretty happy",1980
"9763","Female","Pretty happy",1980
"9764","Male","Very happy",1980
"9765","Female","Pretty happy",1980
"9766","Female","Pretty happy",1980
"9767","Male","Pretty happy",1980
"9768","Female","Very happy",1980
"9769","Male","Not too happy",1980
"9770","Male","Pretty happy",1980
"9771","Female","Pretty happy",1980
"9772","Female","Not too happy",1980
"9773","Female","Pretty happy",1980
"9774","Male","Very happy",1980
