"id","educ","majorcol","rincome","race","sex"
1053,12,NA,NA,1,2
1054,13,NA,9,1,1
1055,12,NA,NA,1,2
1056,13,NA,NA,1,1
1057,9,NA,9,1,1
1058,12,NA,12,1,1
1059,13,NA,NA,1,1
1060,13,NA,3,1,2
1061,12,NA,9,1,1
1062,11,NA,1,1,1
1063,14,NA,NA,1,2
1064,12,NA,12,1,2
1065,12,NA,11,3,1
1066,15,NA,12,1,2
1067,11,NA,NA,1,1
1068,15,NA,12,1,1
1069,13,NA,12,3,2
1070,14,NA,9,2,2
1071,13,NA,NA,1,1
1072,11,NA,NA,2,2
1073,16,NA,1,2,2
1074,13,NA,1,2,2
1075,14,NA,12,1,2
1076,16,NA,12,1,1
1077,15,NA,10,1,2
1078,16,61,12,1,2
1079,8,NA,NA,1,1
1080,14,72,NA,1,1
1081,12,NA,12,1,1
1082,13,NA,12,1,1
1083,9,NA,12,3,1
1084,13,NA,12,1,2
1085,9,NA,9,1,2
1086,16,NA,12,1,2
1087,9,NA,NA,1,2
1088,16,NA,NA,1,2
1089,14,NA,12,1,1
1090,16,NA,12,1,1
1091,16,18,12,1,1
1092,18,NA,12,3,1
1093,16,12,NA,1,1
1094,16,18,NA,1,1
1095,12,NA,12,1,2
1096,17,NA,12,1,1
1097,14,NA,12,1,1
1098,17,12,12,1,1
1099,13,NA,12,2,2
1100,13,NA,12,2,2
1101,9,NA,5,1,1
1102,13,NA,2,1,2
1103,12,NA,NA,1,1
1104,12,NA,NA,1,1
1105,11,NA,12,1,1
1106,12,NA,12,2,2
1107,13,NA,12,2,1
1108,17,NA,11,1,1
1109,18,25,NA,1,1
1110,16,NA,NA,1,2
1111,12,NA,12,1,2
1112,18,NA,8,1,1
1113,12,NA,NA,1,2
1114,15,NA,9,1,1
1115,12,NA,1,1,1
1116,18,NA,NA,1,2
1117,15,NA,11,2,2
1118,12,NA,NA,2,2
1119,12,NA,12,2,2
1120,12,NA,NA,1,2
1121,15,NA,6,3,2
1122,12,NA,6,3,2
1123,16,50,12,1,1
1124,16,NA,11,1,2
1125,15,NA,4,1,1
1126,16,NA,12,1,1
1127,15,NA,4,1,2
1128,15,NA,3,3,2
1129,17,NA,NA,1,1
1130,16,18,12,1,1
1131,13,NA,NA,2,1
1132,14,NA,NA,1,1
1133,15,NA,2,1,1
1134,16,NA,NA,1,1
1135,20,NA,12,1,1
1136,12,NA,NA,1,2
1137,8,NA,12,1,1
1138,12,NA,12,3,1
1139,12,NA,NA,1,2
1140,20,34,NA,1,2
1141,16,NA,2,1,1
1142,14,51,12,2,2
1143,12,NA,11,1,1
1144,14,NA,NA,1,1
1145,19,NA,12,3,1
1146,16,NA,11,2,2
1147,12,NA,NA,1,2
1148,12,NA,NA,3,2
1149,11,NA,10,1,1
1150,17,NA,NA,1,1
1151,9,NA,12,3,1
1152,13,NA,NA,1,1
1153,17,55,1,1,1
1154,12,NA,11,2,1
1155,13,NA,12,2,1
1156,16,12,12,3,2
1157,14,NA,10,3,1
1158,14,9,12,1,1
1159,12,NA,NA,2,2
1160,16,42,12,3,1
1161,11,NA,NA,1,2
1162,12,NA,NA,1,2
1163,13,NA,NA,1,2
1164,20,36,NA,1,2
1165,16,NA,12,1,1
1166,16,29,NA,1,1
1167,16,1,NA,1,1
1168,12,NA,NA,1,1
1169,12,NA,NA,1,2
1170,16,51,12,1,1
1171,16,9,12,1,1
1172,12,NA,12,1,2
1173,12,NA,1,1,1
1174,18,NA,12,2,2
1175,16,NA,12,3,1
1176,12,NA,12,1,2
1177,13,NA,12,1,1
1178,12,NA,NA,1,2
1179,12,NA,NA,1,1
1180,12,NA,NA,2,2
1181,13,NA,12,1,1
1182,13,NA,12,1,1
1183,12,NA,12,1,2
1184,10,NA,NA,3,1
1185,16,18,NA,1,2
1186,16,NA,NA,1,2
1187,17,NA,NA,1,2
1188,12,NA,NA,1,1
1189,12,NA,12,1,2
1190,16,61,12,1,2
1191,14,NA,12,1,2
1192,12,NA,NA,1,1
1193,14,NA,NA,1,1
1194,11,NA,NA,1,2
1195,18,NA,NA,1,1
1196,12,NA,NA,1,1
1197,16,NA,12,1,1
1198,12,NA,NA,1,2
1199,17,NA,NA,1,2
1200,11,NA,7,1,2
1201,12,NA,11,1,1
1202,16,NA,7,1,2
1203,16,NA,NA,1,2
1204,16,16,12,1,2
1205,14,NA,NA,1,1
1206,18,NA,4,1,2
1207,14,NA,NA,1,2
1208,12,NA,NA,1,1
1209,12,NA,NA,1,1
1210,12,NA,NA,1,1
1211,13,NA,NA,1,1
1212,15,NA,12,1,1
1213,12,NA,12,1,1
1214,16,NA,12,3,2
1215,11,NA,3,3,1
1216,13,NA,NA,1,2
1217,14,NA,12,1,2
1218,12,NA,NA,1,2
1219,12,NA,12,1,1
1220,16,NA,NA,1,1
1221,16,32,NA,1,1
1222,12,NA,12,1,1
1223,11,NA,12,1,1
1224,8,NA,NA,1,2
1225,14,NA,12,1,2
1226,20,82,12,2,2
1227,11,NA,NA,1,2
1228,13,NA,12,1,2
1229,10,NA,12,1,1
1230,15,36,8,1,2
1231,12,NA,12,1,2
1232,12,NA,NA,2,2
1233,14,NA,12,1,1
1234,16,NA,11,1,1
1235,17,NA,NA,1,2
1236,16,8,NA,1,1
1237,14,NA,NA,1,1
1238,15,NA,12,1,1
1239,15,NA,NA,3,1
1240,12,NA,NA,1,1
1241,17,9,NA,1,1
1242,18,16,NA,1,2
1243,16,NA,10,1,2
1244,18,NA,NA,1,2
1245,12,NA,9,1,2
1246,11,NA,NA,1,1
1247,13,NA,NA,2,1
1248,12,NA,NA,3,1
1249,9,NA,3,1,2
1250,12,NA,NA,3,2
1251,13,NA,NA,3,1
1252,12,NA,1,3,2
1253,16,34,NA,1,2
1254,12,NA,11,1,2
1255,13,NA,12,1,2
1256,12,NA,12,1,1
1257,12,NA,NA,1,2
1258,12,NA,12,1,1
1259,12,NA,NA,1,1
1260,16,NA,12,1,2
1261,16,50,12,1,2
1262,14,NA,NA,1,2
1263,16,NA,12,1,2
1264,16,NA,NA,1,1
1265,16,68,12,1,2
1266,16,NA,12,1,1
1267,15,9,12,1,2
1268,5,NA,NA,1,1
1269,14,70,12,3,2
1270,17,60,NA,1,2
1271,14,34,NA,1,2
1272,10,NA,10,1,1
1273,15,NA,NA,1,1
1274,12,NA,11,1,1
1275,16,12,12,1,1
1276,11,NA,NA,2,2
1277,3,NA,3,3,2
1278,20,NA,11,1,2
1279,16,7,9,1,2
1280,12,NA,NA,1,2
1281,16,NA,12,1,2
1282,16,NA,12,1,1
1283,16,48,12,1,2
1284,11,NA,12,1,1
1285,12,NA,12,1,1
1286,9,NA,NA,1,2
1287,18,NA,12,1,1
1288,17,16,NA,1,2
1289,14,NA,NA,1,2
1290,15,NA,12,1,1
1291,20,NA,10,1,2
1292,12,NA,11,1,1
1293,14,NA,12,1,2
1294,12,NA,1,1,1
1295,11,NA,9,1,2
1296,9,NA,NA,1,1
1297,14,NA,NA,1,1
1298,12,NA,NA,1,2
1299,11,NA,NA,2,1
1300,12,NA,NA,1,2
1301,16,NA,12,1,1
1302,15,49,12,1,2
1303,14,NA,NA,1,2
1304,16,NA,12,1,2
1305,12,NA,12,1,1
1306,18,16,NA,1,2
1307,12,NA,NA,1,2
1308,12,NA,NA,1,1
1309,16,NA,NA,2,1
1310,12,NA,NA,1,1
1311,13,NA,12,2,1
1312,8,NA,9,2,2
1313,12,NA,NA,1,1
1314,14,NA,12,2,2
1315,14,34,12,1,2
1316,16,52,12,1,2
1317,12,NA,8,2,1
1318,16,NA,NA,1,1
1319,12,NA,NA,1,2
1320,16,16,9,1,2
1321,12,NA,NA,1,2
1322,12,NA,12,1,1
1323,13,NA,12,1,1
1324,12,NA,NA,1,2
1325,14,48,11,1,2
1326,10,NA,NA,2,2
1327,12,NA,NA,1,2
1328,12,NA,12,1,2
1329,12,NA,NA,1,2
1330,12,NA,12,1,1
1331,12,NA,NA,1,1
1332,17,NA,9,1,2
1333,12,NA,NA,1,2
1334,14,NA,12,1,1
1335,18,NA,NA,1,1
1336,3,NA,10,3,1
1337,16,NA,NA,1,1
1338,16,55,12,1,1
1339,12,NA,12,1,1
1340,3,NA,NA,3,2
1341,10,NA,NA,1,1
1342,6,NA,NA,1,1
1343,14,3,11,1,1
1344,12,NA,1,1,2
1345,13,NA,NA,1,2
1346,13,NA,12,1,1
1347,14,18,12,1,1
1348,10,NA,NA,1,1
1349,18,NA,12,1,2
1350,13,NA,12,1,2
1351,13,NA,NA,1,1
1352,15,NA,12,1,2
1353,15,NA,12,3,2
1354,12,NA,12,1,1
1355,12,NA,12,1,2
1356,20,18,NA,3,2
1357,14,NA,NA,1,1
1358,16,NA,12,1,1
1359,18,16,NA,1,2
1360,14,NA,5,1,2
1361,14,NA,NA,1,1
1362,15,NA,NA,1,1
1363,12,NA,4,1,1
1364,12,NA,10,1,1
1365,12,NA,NA,1,2
1366,10,NA,NA,1,2
1367,12,NA,9,1,1
1368,16,51,NA,1,1
1369,12,NA,NA,1,2
1370,14,NA,11,1,2
1371,12,NA,12,1,1
1372,14,NA,12,1,1
1373,18,NA,NA,1,1
1374,12,NA,12,1,2
1375,16,NA,12,2,2
1376,14,NA,12,1,2
1377,16,NA,11,1,2
1378,15,NA,12,1,2
1379,13,NA,NA,1,2
1380,16,16,12,2,2
1381,3,NA,NA,3,1
1382,14,NA,12,1,1
1383,14,NA,3,1,1
1384,19,NA,12,1,1
1385,18,NA,NA,1,2
1386,16,NA,NA,1,2
1387,8,NA,9,1,1
1388,14,NA,11,1,2
1389,20,47,12,1,2
1390,16,NA,NA,1,1
1391,15,NA,12,1,1
1392,18,80,6,1,2
1393,11,NA,11,1,1
1394,12,NA,NA,1,2
1395,12,NA,NA,1,1
1396,19,NA,NA,1,1
1397,9,NA,12,1,1
1398,13,NA,NA,1,2
1399,12,NA,NA,3,2
1400,16,NA,12,2,1
1401,12,NA,12,2,2
1402,11,NA,NA,1,1
1403,13,NA,11,1,2
1404,16,NA,12,1,2
1405,15,NA,NA,2,1
1406,18,16,NA,2,2
1407,12,NA,NA,2,2
1408,14,NA,11,1,1
1409,10,NA,7,1,2
1410,13,NA,12,1,2
1411,12,NA,NA,2,2
1412,10,NA,NA,3,1
1413,13,NA,7,2,1
1414,12,NA,12,1,2
1415,15,NA,5,2,2
1416,15,NA,12,2,1
1417,14,NA,12,2,1
1418,10,NA,NA,1,2
1419,11,NA,8,2,2
1420,14,NA,12,2,2
1421,14,NA,NA,1,1
1422,14,NA,NA,1,2
1423,11,NA,3,1,2
1424,18,42,12,1,1
1425,16,NA,12,1,2
1426,15,NA,5,1,2
1427,16,NA,4,1,2
1428,10,NA,NA,1,1
1429,14,NA,12,1,2
1430,16,9,NA,1,1
1431,14,NA,NA,1,2
1432,14,NA,12,1,2
1433,16,47,12,1,1
1434,15,52,12,2,2
1435,14,NA,12,2,2
1436,17,NA,NA,1,2
1437,15,NA,NA,2,1
1438,17,16,12,2,2
1439,12,NA,11,2,1
1440,16,NA,NA,1,2
1441,12,NA,11,1,2
1442,14,NA,NA,1,1
1443,16,NA,12,1,1
1444,16,9,NA,1,2
1445,16,NA,11,2,2
1446,18,NA,NA,1,1
1447,16,NA,9,2,1
1448,10,NA,11,1,1
1449,10,NA,NA,1,2
1450,12,NA,NA,2,1
1451,12,NA,12,1,2
1452,12,NA,NA,2,1
1453,13,NA,12,3,1
1454,18,NA,12,1,2
1455,8,NA,3,1,2
1456,12,NA,NA,1,1
1457,11,NA,9,1,1
1458,13,NA,12,2,2
1459,16,NA,NA,2,2
1460,18,9,12,2,2
1461,15,NA,NA,1,1
1462,12,NA,9,2,2
1463,13,NA,NA,1,2
1464,12,NA,11,1,1
1465,12,NA,10,1,2
1466,16,NA,12,1,2
1467,20,14,NA,1,2
1468,15,50,12,2,2
1469,13,NA,12,2,2
1470,13,NA,1,1,2
1471,17,NA,12,1,2
1472,9,NA,12,2,2
1473,14,9,12,2,1
1474,11,NA,NA,2,2
1475,8,NA,10,1,2
1476,14,NA,NA,2,2
1477,12,NA,9,1,2
1478,16,NA,9,2,2
1479,16,NA,12,2,1
1480,12,NA,NA,2,2
1481,12,NA,5,2,1
1482,14,NA,12,1,2
1483,16,NA,NA,1,2
1484,16,17,10,1,2
1485,16,NA,NA,1,2
1486,14,NA,9,1,1
1487,12,NA,12,1,1
1488,16,NA,NA,1,2
1489,18,NA,NA,1,1
1490,17,NA,12,1,1
1491,16,17,12,1,1
1492,18,NA,NA,1,2
1493,16,16,NA,1,2
1494,13,NA,NA,3,2
1495,12,NA,NA,1,2
1496,14,9,2,1,2
1497,12,NA,NA,1,1
1498,14,58,NA,3,2
1499,18,NA,12,2,2
1500,13,NA,11,2,1
1501,12,NA,11,1,1
1502,12,NA,NA,1,2
1503,14,1,NA,1,2
1504,16,25,12,1,2
1505,6,NA,12,3,1
1506,14,NA,3,1,2
1507,13,NA,12,2,2
1508,6,NA,NA,1,2
1509,17,NA,5,1,2
1510,13,15,9,1,2
1511,16,NA,12,2,2
1512,14,NA,8,3,2
1513,12,NA,NA,1,1
1514,14,50,2,1,2
1515,8,NA,12,1,2
1516,13,NA,NA,2,1
1517,14,55,11,1,2
1518,15,NA,NA,1,2
1519,14,54,12,1,2
1520,12,NA,NA,1,2
1521,12,NA,4,1,2
1522,10,NA,NA,1,2
1523,12,NA,9,1,2
1524,11,NA,12,1,1
1525,0,NA,NA,2,2
1526,12,NA,12,1,2
1527,10,NA,NA,1,2
1528,12,NA,NA,1,1
1529,11,NA,10,1,1
1530,13,NA,NA,1,2
1531,13,NA,NA,1,2
1532,12,NA,NA,1,2
1533,15,1,12,2,2
1534,10,NA,9,2,1
1535,9,NA,11,3,1
1536,15,NA,NA,3,2
1537,13,NA,1,2,1
1538,9,NA,1,2,2
1539,12,NA,10,2,1
1540,10,NA,5,2,2
1541,19,NA,12,2,2
1542,12,NA,NA,2,1
1543,20,NA,NA,3,1
1544,11,NA,7,1,2
1545,17,NA,NA,1,1
1546,12,NA,12,1,2
1547,12,NA,NA,1,2
1548,11,NA,NA,3,1
1549,13,NA,12,1,1
1550,16,18,NA,1,1
1551,14,NA,NA,1,2
1552,12,NA,11,1,2
1553,11,NA,NA,2,2
1554,14,NA,11,1,2
1555,16,NA,12,1,2
1556,17,NA,12,1,1
1557,10,NA,NA,1,1
1558,17,16,12,1,2
1559,12,NA,NA,1,1
1560,14,NA,10,2,2
1561,18,16,12,2,2
1562,14,NA,12,1,1
1563,18,NA,NA,2,2
1564,19,NA,11,1,2
1565,14,NA,NA,2,2
1566,11,NA,12,2,1
1567,16,NA,12,2,1
1568,12,NA,12,1,1
1569,15,NA,9,1,2
1570,17,NA,12,2,1
1571,10,NA,NA,2,2
1572,15,NA,9,2,1
1573,12,NA,NA,3,1
1574,12,NA,5,2,2
1575,18,NA,NA,2,2
1576,14,16,NA,2,1
1577,11,NA,9,2,2
1578,14,NA,12,2,2
1579,12,NA,12,1,2
1580,15,NA,NA,1,1
1581,12,NA,NA,1,1
1582,14,NA,NA,1,1
1583,12,NA,4,1,1
1584,14,NA,12,1,1
1585,14,NA,12,2,2
1586,12,NA,NA,1,2
1587,13,NA,NA,2,1
1588,13,NA,3,2,2
1589,14,NA,NA,1,1
1590,16,59,NA,2,1
1591,16,NA,NA,1,1
1592,12,NA,NA,1,2
1593,11,NA,NA,3,1
1594,16,NA,NA,1,2
1595,16,58,12,1,2
1596,14,36,NA,1,2
1597,11,NA,NA,1,2
1598,12,NA,NA,1,2
1599,9,NA,9,1,2
1600,12,NA,12,1,2
1601,20,9,NA,3,1
1602,14,NA,8,1,1
1603,16,50,NA,2,2
1604,16,70,8,2,2
1605,12,NA,NA,1,2
1606,17,42,12,2,2
1607,13,NA,NA,1,1
1608,14,NA,NA,3,1
1609,14,55,12,1,2
1610,12,NA,NA,1,1
1611,12,NA,12,1,1
1612,13,NA,NA,1,1
1613,12,NA,12,3,2
1614,12,NA,NA,1,2
1615,14,NA,2,1,2
1616,12,NA,12,1,1
1617,12,NA,2,1,1
1618,14,18,11,1,1
1619,16,63,NA,1,2
1620,17,NA,NA,1,1
1621,16,9,NA,1,2
1622,19,NA,12,1,1
1623,16,39,12,1,2
1624,16,44,NA,1,2
1625,15,NA,NA,1,1
1626,15,NA,11,1,2
1627,12,NA,NA,1,2
1628,12,NA,NA,1,1
1629,12,NA,NA,1,1
1630,8,NA,NA,1,2
1631,12,NA,NA,1,2
1632,12,NA,NA,1,1
1633,12,NA,11,1,2
1634,12,NA,12,1,1
1635,12,NA,NA,1,2
1636,14,NA,NA,1,2
1637,19,29,NA,1,2
1638,17,NA,12,1,1
1639,13,NA,11,1,2
1640,11,NA,NA,1,1
1641,11,NA,NA,1,2
1642,16,NA,12,1,1
1643,16,16,NA,1,2
1644,15,NA,12,1,1
1645,14,NA,NA,1,2
1646,12,NA,NA,1,1
1647,15,NA,NA,1,1
1648,12,NA,NA,1,2
1649,12,NA,12,1,2
1650,14,NA,NA,1,2
1651,14,NA,11,1,2
1652,13,NA,11,1,2
1653,14,NA,NA,1,2
1654,14,9,12,1,2
1655,16,1,12,1,1
1656,12,NA,NA,1,1
1657,12,NA,12,1,1
1658,19,NA,12,1,1
1659,12,NA,12,1,1
1660,8,NA,NA,1,1
1661,12,NA,11,1,1
1662,12,NA,8,1,2
1663,13,NA,9,1,1
1664,16,9,12,1,2
1665,19,NA,12,1,1
1666,12,NA,NA,1,2
1667,13,NA,12,1,2
1668,10,NA,NA,1,2
1669,16,18,12,1,1
1670,16,NA,12,2,2
1671,12,NA,12,1,1
1672,14,NA,12,1,2
1673,16,1,12,1,1
1674,19,NA,NA,1,1
1675,19,NA,12,1,1
1676,16,40,NA,1,1
1677,12,NA,11,1,2
1678,17,12,12,1,2
1679,16,42,12,1,1
1680,15,NA,4,1,1
1681,16,NA,12,1,1
1682,17,18,12,1,1
1683,15,74,NA,1,1
1684,12,NA,NA,1,2
1685,12,NA,12,1,2
1686,20,20,NA,1,1
1687,12,NA,NA,1,1
1688,12,NA,12,1,1
1689,12,NA,NA,1,2
1690,18,18,NA,1,1
1691,16,9,9,1,2
1692,15,NA,12,1,1
1693,16,NA,NA,1,2
1694,18,16,12,1,2
1695,9,NA,NA,1,1
1696,12,NA,NA,1,2
1697,11,NA,NA,1,2
1698,12,NA,NA,2,1
1699,13,NA,3,1,2
1700,13,NA,NA,1,1
1701,13,NA,NA,2,2
1702,16,9,12,1,1
1703,12,NA,12,2,1
1704,12,NA,2,2,2
1705,12,NA,NA,1,1
1706,18,12,12,1,1
1707,16,17,NA,1,1
1708,15,NA,12,1,1
1709,19,42,8,3,2
1710,17,NA,NA,1,2
1711,13,NA,NA,1,1
1712,12,NA,NA,1,2
1713,14,55,NA,1,1
1714,18,58,NA,1,2
1715,17,NA,4,1,1
1716,14,NA,NA,1,1
1717,15,NA,NA,1,1
1718,17,NA,NA,2,1
1719,12,NA,11,1,1
1720,14,NA,4,1,2
1721,12,NA,NA,1,2
1722,12,NA,12,1,1
1723,15,NA,12,1,1
1724,16,34,12,1,1
1725,13,NA,12,3,2
1726,18,59,12,1,1
1727,12,NA,NA,2,1
1728,10,NA,NA,1,2
1729,14,NA,9,1,1
1730,16,NA,12,2,1
1731,17,NA,12,1,2
1732,18,19,NA,1,2
1733,12,NA,12,1,1
1734,12,NA,NA,1,2
1735,14,NA,NA,1,1
1736,12,NA,NA,1,2
1737,12,NA,12,1,2
1738,16,16,11,1,2
1739,17,NA,NA,1,1
1740,12,NA,NA,1,1
1741,11,NA,NA,2,2
1742,16,NA,12,1,2
1743,11,NA,NA,2,2
1744,18,NA,12,1,1
1745,16,16,10,1,2
1746,12,NA,NA,1,2
1747,11,NA,3,2,1
1748,10,NA,12,1,1
1749,10,NA,11,1,1
1750,12,NA,12,1,1
1751,12,NA,9,1,2
1752,16,NA,12,1,2
1753,16,36,1,1,2
1754,12,NA,12,1,2
1755,12,NA,NA,1,2
1756,16,44,11,1,2
1757,12,NA,NA,1,1
1758,17,NA,12,1,2
1759,20,47,NA,1,2
1760,12,NA,12,1,1
1761,16,16,12,1,2
1762,14,NA,NA,1,2
1763,16,NA,12,1,1
1764,14,NA,12,1,2
1765,13,NA,12,1,1
1766,13,NA,NA,1,2
1767,12,NA,12,2,1
1768,12,NA,12,1,2
1769,12,NA,12,1,1
1770,13,NA,NA,1,1
1771,12,NA,12,1,1
1772,17,19,NA,1,2
1773,12,NA,NA,1,2
1774,8,NA,NA,1,2
1775,1,NA,1,3,1
1776,14,NA,12,1,1
1777,14,NA,NA,1,1
1778,12,NA,11,1,2
1779,20,NA,NA,1,1
1780,13,NA,NA,1,2
1781,16,NA,12,1,1
1782,12,NA,11,1,2
1783,12,NA,NA,1,2
1784,14,34,1,1,2
1785,16,55,12,1,2
1786,15,NA,NA,1,2
1787,16,32,12,1,2
1788,16,16,12,1,2
1789,16,18,12,1,1
1790,16,9,2,1,2
1791,20,NA,NA,1,2
1792,12,NA,NA,1,2
1793,12,NA,NA,1,1
1794,13,NA,10,1,1
1795,13,54,NA,1,2
1796,16,NA,12,1,1
1797,18,NA,12,1,2
1798,16,42,NA,1,2
1799,16,NA,12,1,2
1800,11,NA,12,2,1
1801,14,NA,12,1,2
1802,13,NA,NA,1,2
1803,16,36,12,1,1
1804,16,36,12,1,2
1805,16,NA,12,2,1
1806,17,NA,12,1,2
1807,16,NA,NA,1,2
1808,12,NA,11,1,2
1809,16,NA,12,1,2
1810,19,29,12,1,1
1811,14,NA,12,1,1
1812,16,NA,NA,1,2
1813,14,16,NA,1,1
1814,16,9,12,3,2
1815,12,NA,NA,1,1
1816,12,NA,NA,1,1
1817,12,NA,12,1,1
1818,14,NA,12,1,1
1819,14,NA,NA,1,1
1820,13,NA,8,2,1
1821,14,NA,9,1,1
1822,17,9,12,1,1
1823,14,18,NA,1,1
1824,12,NA,NA,1,1
1825,12,NA,12,1,2
1826,12,NA,NA,1,2
1827,16,NA,12,1,2
1828,11,NA,3,1,2
1829,16,NA,12,1,2
1830,12,NA,12,1,1
1831,13,NA,NA,1,2
1832,16,9,12,2,2
1833,12,NA,9,2,2
1834,11,NA,NA,2,1
1835,12,NA,NA,2,1
1836,12,NA,NA,2,2
1837,14,29,11,1,2
1838,12,NA,NA,1,2
1839,14,NA,12,1,1
1840,16,24,NA,1,1
1841,12,NA,10,1,1
1842,16,NA,12,1,2
1843,13,NA,NA,1,2
1844,12,NA,10,2,2
1845,19,NA,12,2,1
1846,15,NA,9,1,2
1847,15,NA,12,2,1
1848,12,NA,12,1,2
1849,12,NA,NA,1,1
1850,7,NA,NA,1,1
1851,12,NA,NA,2,1
1852,12,NA,3,1,2
1853,12,NA,12,1,1
1854,10,NA,NA,1,2
1855,18,82,NA,1,1
1856,13,NA,NA,1,2
1857,10,NA,NA,1,1
1858,16,NA,NA,1,2
1859,12,NA,10,3,2
1860,18,NA,12,1,2
1861,9,NA,NA,1,2
1862,14,NA,2,1,2
1863,18,36,12,3,2
1864,11,NA,12,1,1
1865,11,NA,NA,1,2
1866,14,NA,NA,1,1
1867,9,NA,NA,3,2
1868,11,NA,12,1,1
1869,19,7,NA,1,2
1870,13,NA,12,3,2
1871,13,9,12,3,1
1872,16,NA,NA,1,1
1873,11,NA,2,1,2
1874,13,NA,NA,3,1
1875,12,NA,NA,1,2
1876,6,NA,NA,3,2
1877,12,NA,NA,2,2
1878,10,NA,NA,1,1
1879,12,NA,12,2,2
1880,9,NA,3,1,2
1881,13,NA,NA,2,2
1882,8,NA,NA,3,2
1883,12,NA,NA,1,2
1884,12,NA,1,3,1
1885,9,NA,12,3,1
1886,12,NA,12,1,2
1887,12,NA,NA,1,2
1888,12,NA,12,3,2
1889,12,NA,12,1,1
1890,12,NA,12,3,2
1891,11,NA,11,3,1
1892,10,NA,11,3,1
1893,11,NA,NA,2,1
1894,8,NA,NA,3,2
1895,13,NA,NA,3,2
1896,10,NA,11,1,2
1897,14,NA,12,3,1
1898,14,NA,NA,1,2
1899,8,NA,12,3,2
1900,12,NA,NA,2,1
1901,11,NA,12,3,1
1902,12,NA,2,2,2
1903,10,NA,NA,1,2
1904,10,NA,12,1,1
1905,4,NA,3,3,2
1906,15,NA,12,2,1
1907,14,NA,12,1,1
1908,12,NA,9,1,2
1909,17,NA,12,1,1
1910,15,50,12,1,2
1911,16,34,NA,1,1
1912,20,16,12,1,2
1913,14,NA,12,1,2
1914,12,NA,NA,1,1
1915,11,NA,NA,1,1
1916,20,18,NA,1,1
1917,13,NA,NA,1,2
1918,12,NA,NA,3,1
1919,12,NA,12,1,1
1920,12,NA,12,1,1
1921,14,NA,NA,1,2
1922,12,NA,12,1,1
1923,16,43,12,3,2
1924,15,NA,NA,1,2
1925,11,NA,12,1,1
1926,17,NA,12,1,2
1927,13,NA,NA,1,1
1928,12,NA,5,1,2
1929,12,NA,NA,3,1
1930,16,7,NA,3,2
1931,11,NA,9,1,1
1932,20,NA,NA,1,2
1933,9,NA,NA,1,2
1934,20,9,NA,1,2
1935,12,NA,2,1,2
1936,16,NA,NA,1,1
1937,18,9,12,1,2
1938,16,NA,NA,1,2
1939,19,11,12,1,1
1940,16,17,NA,1,2
1941,20,15,12,1,1
1942,12,NA,NA,1,2
1943,16,40,NA,1,2
1944,14,NA,NA,1,2
1945,20,NA,12,1,2
1946,16,9,NA,1,1
1947,15,NA,NA,1,1
1948,16,43,8,1,1
1949,14,NA,NA,1,1
1950,16,17,12,1,1
1951,15,NA,NA,3,2
1952,16,36,12,1,2
1953,14,NA,NA,1,1
1954,12,NA,NA,1,2
1955,12,NA,8,1,1
1956,12,NA,12,1,2
1957,17,NA,12,1,2
1958,14,68,12,1,1
1959,12,NA,NA,1,1
1960,10,NA,NA,1,1
1961,14,NA,10,3,2
1962,12,NA,12,1,1
1963,20,50,NA,3,1
1964,6,NA,2,3,2
1965,12,NA,12,3,1
1966,13,NA,12,1,2
1967,6,NA,NA,3,2
1968,13,NA,NA,1,2
1969,14,NA,11,1,2
1970,16,NA,NA,3,2
1971,14,NA,12,1,2
1972,16,NA,12,1,1
1973,16,NA,9,2,1
1974,13,NA,12,1,1
1975,9,NA,7,1,2
1976,12,NA,NA,1,2
1977,15,NA,10,2,1
1978,16,9,NA,1,1
1979,2,NA,7,3,1
1980,9,NA,10,3,2
1981,12,NA,NA,3,1
1982,13,NA,NA,1,1
1983,18,NA,12,1,1
1984,16,49,12,1,2
1985,12,NA,6,2,2
1986,13,NA,5,3,2
1987,12,NA,NA,2,2
1988,12,NA,NA,1,2
1989,12,NA,NA,3,1
1990,12,NA,10,3,2
1991,11,NA,1,3,1
1992,0,NA,4,3,1
1993,12,NA,NA,1,1
1994,9,NA,NA,1,2
1995,8,NA,NA,1,1
1996,14,16,NA,1,2
1997,14,NA,NA,1,1
1998,16,NA,NA,1,2
1999,19,52,NA,1,2
2000,12,NA,NA,3,2
2001,11,NA,NA,3,1
2002,15,NA,12,1,2
2003,17,36,12,1,2
2004,17,NA,12,1,2
2005,15,NA,NA,1,1
2006,15,NA,NA,1,2
2007,20,NA,NA,3,2
2008,16,29,12,1,2
2009,12,NA,NA,1,2
2010,12,NA,NA,3,2
2011,12,NA,NA,1,1
2012,16,NA,NA,1,2
2013,16,NA,10,1,1
2014,15,NA,NA,1,1
2015,13,NA,NA,1,1
2016,12,NA,11,1,2
2017,12,NA,NA,1,2
2018,15,NA,NA,1,1
2019,18,24,NA,1,1
2020,15,NA,NA,1,1
2021,14,NA,NA,1,1
2022,15,1,NA,1,2
2023,18,21,NA,3,1
2024,17,49,12,1,1
2025,20,NA,12,1,1
2026,16,33,12,2,2
2027,20,NA,12,1,1
2028,19,36,12,1,2
2029,14,NA,11,1,2
2030,19,NA,NA,1,1
2031,15,50,11,1,2
2032,16,42,12,1,2
