"","Degree","Happy_level","Year","Happy"
"22031","Graduate",2,1989,"Pretty happy"
"22032","High school",2,1989,"Pretty happy"
"22033","Bachelor's",2,1989,"Pretty happy"
"22034","Less than high school",1,1989,"Very happy"
"22035","Less than high school",1,1989,"Very happy"
"22036","High school",2,1989,"Pretty happy"
"22037","Less than high school",2,1989,"Pretty happy"
"22038","High school",3,1989,"Not too happy"
"22039","High school",1,1989,"Very happy"
"22040","High school",2,1989,"Pretty happy"
"22041","Less than high school",1,1989,"Very happy"
"22042","Less than high school",2,1989,"Pretty happy"
"22043","Less than high school",2,1989,"Pretty happy"
"22044","Associate/junior college",1,1989,"Very happy"
"22045","Less than high school",1,1989,"Very happy"
"22046","Less than high school",1,1989,"Very happy"
"22047","High school",2,1989,"Pretty happy"
"22048","Graduate",1,1989,"Very happy"
"22049","High school",1,1989,"Very happy"
"22050","Less than high school",2,1989,"Pretty happy"
"22051","Bachelor's",2,1989,"Pretty happy"
"22052","High school",1,1989,"Very happy"
"22053","Bachelor's",2,1989,"Pretty happy"
"22054","Associate/junior college",2,1989,"Pretty happy"
"22055","High school",2,1989,"Pretty happy"
"22056","High school",2,1989,"Pretty happy"
"22057","Associate/junior college",1,1989,"Very happy"
"22058","High school",1,1989,"Very happy"
"22059","Less than high school",1,1989,"Very happy"
"22060","High school",2,1989,"Pretty happy"
"22061","Less than high school",1,1989,"Very happy"
"22062","High school",2,1989,"Pretty happy"
"22063","Less than high school",3,1989,"Not too happy"
"22064","Graduate",2,1989,"Pretty happy"
"22065","High school",1,1989,"Very happy"
"22066","High school",2,1989,"Pretty happy"
"22067","High school",2,1989,"Pretty happy"
"22068","Less than high school",2,1989,"Pretty happy"
"22069","High school",1,1989,"Very happy"
"22070","Less than high school",2,1989,"Pretty happy"
"22071","High school",1,1989,"Very happy"
"22072","High school",2,1989,"Pretty happy"
"22073","High school",1,1989,"Very happy"
"22074","High school",2,1989,"Pretty happy"
"22075","High school",2,1989,"Pretty happy"
"22076","Less than high school",2,1989,"Pretty happy"
"22077","High school",1,1989,"Very happy"
"22078","Less than high school",3,1989,"Not too happy"
"22079","Less than high school",2,1989,"Pretty happy"
"22080","High school",1,1989,"Very happy"
"22081","High school",1,1989,"Very happy"
"22082","Less than high school",2,1989,"Pretty happy"
"22083","High school",2,1989,"Pretty happy"
"22084","High school",2,1989,"Pretty happy"
"22085","Graduate",2,1989,"Pretty happy"
"22086","High school",3,1989,"Not too happy"
"22087","Bachelor's",1,1989,"Very happy"
"22088","High school",1,1989,"Very happy"
"22089","High school",2,1989,"Pretty happy"
"22090","High school",2,1989,"Pretty happy"
"22091","High school",2,1989,"Pretty happy"
"22092","High school",2,1989,"Pretty happy"
"22093","Bachelor's",1,1989,"Very happy"
"22094","High school",1,1989,"Very happy"
"22095","High school",1,1989,"Very happy"
"22096","High school",1,1989,"Very happy"
"22097","Less than high school",2,1989,"Pretty happy"
"22098","High school",2,1989,"Pretty happy"
"22099","Bachelor's",2,1989,"Pretty happy"
"22100","Less than high school",3,1989,"Not too happy"
"22101","High school",2,1989,"Pretty happy"
"22102","Associate/junior college",2,1989,"Pretty happy"
"22103","High school",1,1989,"Very happy"
"22104","High school",2,1989,"Pretty happy"
"22105","Bachelor's",3,1989,"Not too happy"
"22106","High school",1,1989,"Very happy"
"22107","High school",1,1989,"Very happy"
"22108","High school",2,1989,"Pretty happy"
"22109","High school",2,1989,"Pretty happy"
"22110","Less than high school",3,1989,"Not too happy"
"22111","High school",2,1989,"Pretty happy"
"22112","High school",2,1989,"Pretty happy"
"22113","Less than high school",2,1989,"Pretty happy"
"22114","High school",2,1989,"Pretty happy"
"22115","High school",1,1989,"Very happy"
"22116","High school",1,1989,"Very happy"
"22117","High school",2,1989,"Pretty happy"
"22118","High school",1,1989,"Very happy"
"22119","High school",1,1989,"Very happy"
"22120","High school",2,1989,"Pretty happy"
"22121","High school",2,1989,"Pretty happy"
"22122","Bachelor's",1,1989,"Very happy"
"22123","Graduate",2,1989,"Pretty happy"
"22124","Bachelor's",1,1989,"Very happy"
"22125","High school",2,1989,"Pretty happy"
"22126","Less than high school",1,1989,"Very happy"
"22127","High school",2,1989,"Pretty happy"
"22128","Less than high school",1,1989,"Very happy"
"22129","High school",1,1989,"Very happy"
"22130","High school",1,1989,"Very happy"
"22131","Less than high school",1,1989,"Very happy"
"22132","High school",2,1989,"Pretty happy"
"22133","High school",3,1989,"Not too happy"
"22134","Less than high school",3,1989,"Not too happy"
"22135","High school",2,1989,"Pretty happy"
"22136","High school",1,1989,"Very happy"
"22137","High school",2,1989,"Pretty happy"
"22138","High school",2,1989,"Pretty happy"
"22139","High school",2,1989,"Pretty happy"
"22140","High school",2,1989,"Pretty happy"
"22141","Less than high school",1,1989,"Very happy"
"22142","Less than high school",1,1989,"Very happy"
"22143","High school",1,1989,"Very happy"
"22144","High school",1,1989,"Very happy"
"22145","High school",1,1989,"Very happy"
"22146","Bachelor's",1,1989,"Very happy"
"22147","High school",2,1989,"Pretty happy"
"22148","Graduate",2,1989,"Pretty happy"
"22149","High school",3,1989,"Not too happy"
"22150","Less than high school",1,1989,"Very happy"
"22151","High school",2,1989,"Pretty happy"
"22152","Less than high school",2,1989,"Pretty happy"
"22153","High school",2,1989,"Pretty happy"
"22154","Less than high school",2,1989,"Pretty happy"
"22155","High school",3,1989,"Not too happy"
"22156","High school",2,1989,"Pretty happy"
"22157","High school",2,1989,"Pretty happy"
"22158","High school",1,1989,"Very happy"
"22159","High school",2,1989,"Pretty happy"
"22160","Less than high school",2,1989,"Pretty happy"
"22161","Associate/junior college",3,1989,"Not too happy"
"22162","Less than high school",1,1989,"Very happy"
"22163","Less than high school",2,1989,"Pretty happy"
"22164","Less than high school",1,1989,"Very happy"
"22165","Bachelor's",2,1989,"Pretty happy"
"22166","High school",3,1989,"Not too happy"
"22167","Graduate",2,1989,"Pretty happy"
"22168","High school",1,1989,"Very happy"
"22169","Bachelor's",2,1989,"Pretty happy"
"22170","High school",2,1989,"Pretty happy"
"22171","Bachelor's",2,1989,"Pretty happy"
"22172","Associate/junior college",2,1989,"Pretty happy"
"22173","Bachelor's",1,1989,"Very happy"
"22174","Bachelor's",1,1989,"Very happy"
"22175","High school",2,1989,"Pretty happy"
"22176","High school",3,1989,"Not too happy"
"22177","High school",1,1989,"Very happy"
"22178","High school",2,1989,"Pretty happy"
"22179","High school",2,1989,"Pretty happy"
"22180","Less than high school",3,1989,"Not too happy"
"22181","High school",2,1989,"Pretty happy"
"22182","High school",2,1989,"Pretty happy"
"22183","High school",2,1989,"Pretty happy"
"22184","Graduate",2,1989,"Pretty happy"
"22185","High school",2,1989,"Pretty happy"
"22186","Bachelor's",2,1989,"Pretty happy"
"22187","High school",2,1989,"Pretty happy"
"22188","High school",1,1989,"Very happy"
"22189","High school",2,1989,"Pretty happy"
"22190","High school",2,1989,"Pretty happy"
"22191","High school",2,1989,"Pretty happy"
"22192","High school",2,1989,"Pretty happy"
"22193","High school",2,1989,"Pretty happy"
"22194","High school",2,1989,"Pretty happy"
"22195","Less than high school",1,1989,"Very happy"
"22196","High school",2,1989,"Pretty happy"
"22197","Less than high school",2,1989,"Pretty happy"
"22198","High school",2,1989,"Pretty happy"
"22199","High school",2,1989,"Pretty happy"
"22200","Less than high school",2,1989,"Pretty happy"
"22201","High school",2,1989,"Pretty happy"
"22202","High school",2,1989,"Pretty happy"
"22203","Bachelor's",2,1989,"Pretty happy"
"22204","High school",2,1989,"Pretty happy"
"22205","High school",3,1989,"Not too happy"
"22206","Graduate",2,1989,"Pretty happy"
"22207","High school",2,1989,"Pretty happy"
"22208","Bachelor's",2,1989,"Pretty happy"
"22209","Bachelor's",2,1989,"Pretty happy"
"22210","Less than high school",2,1989,"Pretty happy"
"22211","Bachelor's",2,1989,"Pretty happy"
"22212","Less than high school",1,1989,"Very happy"
"22213","Bachelor's",2,1989,"Pretty happy"
"22214","High school",2,1989,"Pretty happy"
"22215","Bachelor's",1,1989,"Very happy"
"22216","Bachelor's",2,1989,"Pretty happy"
"22217","High school",1,1989,"Very happy"
"22218","High school",2,1989,"Pretty happy"
"22219","High school",1,1989,"Very happy"
"22220","High school",2,1989,"Pretty happy"
"22221","Less than high school",2,1989,"Pretty happy"
"22222","High school",1,1989,"Very happy"
"22223","High school",3,1989,"Not too happy"
"22224","High school",1,1989,"Very happy"
"22225","Bachelor's",2,1989,"Pretty happy"
"22226","High school",2,1989,"Pretty happy"
"22227","Graduate",1,1989,"Very happy"
"22228","Less than high school",2,1989,"Pretty happy"
"22229","High school",2,1989,"Pretty happy"
"22230","High school",2,1989,"Pretty happy"
"22231","High school",2,1989,"Pretty happy"
"22232","High school",1,1989,"Very happy"
"22233","Less than high school",3,1989,"Not too happy"
"22234","High school",1,1989,"Very happy"
"22235","Bachelor's",1,1989,"Very happy"
"22236","High school",2,1989,"Pretty happy"
"22237","Bachelor's",2,1989,"Pretty happy"
"22238","High school",1,1989,"Very happy"
"22239","Less than high school",1,1989,"Very happy"
"22240","Associate/junior college",2,1989,"Pretty happy"
"22241","High school",2,1989,"Pretty happy"
"22242","High school",2,1989,"Pretty happy"
"22243","High school",2,1989,"Pretty happy"
"22244","High school",3,1989,"Not too happy"
"22245","Graduate",1,1989,"Very happy"
"22246","Bachelor's",1,1989,"Very happy"
"22247","Associate/junior college",2,1989,"Pretty happy"
"22248","High school",1,1989,"Very happy"
"22249","Graduate",1,1989,"Very happy"
"22250","High school",2,1989,"Pretty happy"
"22251","High school",2,1989,"Pretty happy"
"22252","High school",3,1989,"Not too happy"
"22253","High school",1,1989,"Very happy"
"22254","High school",1,1989,"Very happy"
"22255","High school",2,1989,"Pretty happy"
"22256","Less than high school",2,1989,"Pretty happy"
"22257","High school",1,1989,"Very happy"
"22258","Bachelor's",2,1989,"Pretty happy"
"22259","High school",1,1989,"Very happy"
"22260","Bachelor's",1,1989,"Very happy"
"22261","Graduate",2,1989,"Pretty happy"
"22262","High school",2,1989,"Pretty happy"
"22263","Bachelor's",1,1989,"Very happy"
"22264","High school",1,1989,"Very happy"
"22265","High school",1,1989,"Very happy"
"22266","Less than high school",1,1989,"Very happy"
"22267","High school",1,1989,"Very happy"
"22268","Graduate",2,1989,"Pretty happy"
"22269","Bachelor's",2,1989,"Pretty happy"
"22270","Graduate",2,1989,"Pretty happy"
"22271","Graduate",3,1989,"Not too happy"
"22272","Graduate",3,1989,"Not too happy"
"22273","High school",2,1989,"Pretty happy"
"22274","High school",2,1989,"Pretty happy"
"22275","High school",2,1989,"Pretty happy"
"22276","Associate/junior college",2,1989,"Pretty happy"
"22277","High school",2,1989,"Pretty happy"
"22278","Graduate",1,1989,"Very happy"
"22279","Bachelor's",3,1989,"Not too happy"
"22280","Graduate",2,1989,"Pretty happy"
"22281","Associate/junior college",1,1989,"Very happy"
"22282","Associate/junior college",2,1989,"Pretty happy"
"22283","High school",2,1989,"Pretty happy"
"22284","High school",1,1989,"Very happy"
"22285","High school",3,1989,"Not too happy"
"22286","Less than high school",1,1989,"Very happy"
"22287","High school",2,1989,"Pretty happy"
"22288","Less than high school",3,1989,"Not too happy"
"22289","Associate/junior college",2,1989,"Pretty happy"
"22290","Bachelor's",2,1989,"Pretty happy"
"22291","High school",2,1989,"Pretty happy"
"22292","High school",1,1989,"Very happy"
"22293","Bachelor's",2,1989,"Pretty happy"
"22294","High school",2,1989,"Pretty happy"
"22295","High school",1,1989,"Very happy"
"22296","Less than high school",2,1989,"Pretty happy"
"22297","High school",2,1989,"Pretty happy"
"22298","High school",1,1989,"Very happy"
"22299","Bachelor's",2,1989,"Pretty happy"
"22300","High school",2,1989,"Pretty happy"
"22301","High school",2,1989,"Pretty happy"
"22302","High school",2,1989,"Pretty happy"
"22303","High school",2,1989,"Pretty happy"
"22304","High school",2,1989,"Pretty happy"
"22305","High school",2,1989,"Pretty happy"
"22306","Bachelor's",1,1989,"Very happy"
"22307","High school",2,1989,"Pretty happy"
"22308","Graduate",2,1989,"Pretty happy"
"22309","High school",1,1989,"Very happy"
"22310","Bachelor's",2,1989,"Pretty happy"
"22311","Associate/junior college",2,1989,"Pretty happy"
"22312","High school",2,1989,"Pretty happy"
"22313","High school",2,1989,"Pretty happy"
"22314","Associate/junior college",1,1989,"Very happy"
"22315","High school",2,1989,"Pretty happy"
"22316","Bachelor's",2,1989,"Pretty happy"
"22317","High school",1,1989,"Very happy"
"22318","High school",2,1989,"Pretty happy"
"22319","Bachelor's",2,1989,"Pretty happy"
"22320","High school",1,1989,"Very happy"
"22321","High school",1,1989,"Very happy"
"22322","Associate/junior college",2,1989,"Pretty happy"
"22323","High school",2,1989,"Pretty happy"
"22324","High school",2,1989,"Pretty happy"
"22325","Less than high school",3,1989,"Not too happy"
"22326","High school",3,1989,"Not too happy"
"22327","High school",3,1989,"Not too happy"
"22328","High school",2,1989,"Pretty happy"
"22329","High school",1,1989,"Very happy"
"22330","Less than high school",2,1989,"Pretty happy"
"22331","High school",2,1989,"Pretty happy"
"22332","High school",2,1989,"Pretty happy"
"22333","Graduate",1,1989,"Very happy"
"22334","High school",1,1989,"Very happy"
"22335","Graduate",2,1989,"Pretty happy"
"22336","Graduate",1,1989,"Very happy"
"22337","Less than high school",2,1989,"Pretty happy"
"22338","High school",2,1989,"Pretty happy"
"22339","High school",1,1989,"Very happy"
"22340","High school",2,1989,"Pretty happy"
"22341","Associate/junior college",2,1989,"Pretty happy"
"22342","Less than high school",3,1989,"Not too happy"
"22343","High school",2,1989,"Pretty happy"
"22344","Bachelor's",1,1989,"Very happy"
"22345","Less than high school",3,1989,"Not too happy"
"22346","High school",2,1989,"Pretty happy"
"22347","High school",2,1989,"Pretty happy"
"22348","High school",2,1989,"Pretty happy"
"22349","Graduate",3,1989,"Not too happy"
"22350","Associate/junior college",2,1989,"Pretty happy"
"22351","High school",2,1989,"Pretty happy"
"22352","Less than high school",3,1989,"Not too happy"
"22353","Less than high school",2,1989,"Pretty happy"
"22354","Less than high school",1,1989,"Very happy"
"22355","Graduate",2,1989,"Pretty happy"
"22356","Less than high school",2,1989,"Pretty happy"
"22357","Less than high school",2,1989,"Pretty happy"
"22358","High school",2,1989,"Pretty happy"
"22359","High school",2,1989,"Pretty happy"
"22360","Bachelor's",3,1989,"Not too happy"
"22361","High school",2,1989,"Pretty happy"
"22362","Less than high school",2,1989,"Pretty happy"
"22363","High school",2,1989,"Pretty happy"
"22364","High school",1,1989,"Very happy"
"22365","High school",1,1989,"Very happy"
"22366","High school",2,1989,"Pretty happy"
"22367","High school",2,1989,"Pretty happy"
"22368","High school",1,1989,"Very happy"
"22369","Less than high school",2,1989,"Pretty happy"
"22370","High school",2,1989,"Pretty happy"
"22371","High school",2,1989,"Pretty happy"
"22372","Less than high school",3,1989,"Not too happy"
"22373","High school",1,1989,"Very happy"
"22374","High school",2,1989,"Pretty happy"
"22375","Associate/junior college",1,1989,"Very happy"
"22376","Less than high school",3,1989,"Not too happy"
"22377","High school",2,1989,"Pretty happy"
"22378","High school",2,1989,"Pretty happy"
"22379","High school",2,1989,"Pretty happy"
