"","Degree","Happy_level","Year","Happy"
"21392","High school",2,1989,"Pretty happy"
"21393","High school",1,1989,"Very happy"
"21394","High school",2,1989,"Pretty happy"
"21395","High school",2,1989,"Pretty happy"
"21396","Associate/junior college",1,1989,"Very happy"
"21397","High school",1,1989,"Very happy"
"21398","High school",2,1989,"Pretty happy"
"21399","High school",1,1989,"Very happy"
"21400","Less than high school",2,1989,"Pretty happy"
"21401","Associate/junior college",2,1989,"Pretty happy"
"21402","Less than high school",1,1989,"Very happy"
"21403","High school",2,1989,"Pretty happy"
"21404","High school",1,1989,"Very happy"
"21405","High school",2,1989,"Pretty happy"
"21406","High school",3,1989,"Not too happy"
"21407","Less than high school",2,1989,"Pretty happy"
"21408","Less than high school",1,1989,"Very happy"
"21409","High school",3,1989,"Not too happy"
"21410","High school",3,1989,"Not too happy"
"21411","Less than high school",3,1989,"Not too happy"
"21412","High school",1,1989,"Very happy"
"21413","Less than high school",1,1989,"Very happy"
"21414","Associate/junior college",2,1989,"Pretty happy"
"21415","High school",2,1989,"Pretty happy"
"21416","Bachelor's",3,1989,"Not too happy"
"21417","High school",1,1989,"Very happy"
"21418","Graduate",2,1989,"Pretty happy"
"21419","High school",2,1989,"Pretty happy"
"21420","Graduate",2,1989,"Pretty happy"
"21421","High school",2,1989,"Pretty happy"
"21422","Less than high school",2,1989,"Pretty happy"
"21423","Less than high school",2,1989,"Pretty happy"
"21424","Bachelor's",2,1989,"Pretty happy"
"21425","Bachelor's",1,1989,"Very happy"
"21426","High school",3,1989,"Not too happy"
"21427","High school",2,1989,"Pretty happy"
"21428","High school",2,1989,"Pretty happy"
"21429","High school",1,1989,"Very happy"
"21430","High school",1,1989,"Very happy"
"21431","High school",2,1989,"Pretty happy"
"21432","High school",2,1989,"Pretty happy"
"21433","Less than high school",2,1989,"Pretty happy"
"21434","Graduate",2,1989,"Pretty happy"
"21435","High school",2,1989,"Pretty happy"
"21436","High school",2,1989,"Pretty happy"
"21437","High school",1,1989,"Very happy"
"21438","High school",3,1989,"Not too happy"
"21439","Associate/junior college",1,1989,"Very happy"
"21440","High school",1,1989,"Very happy"
"21441","High school",1,1989,"Very happy"
"21442","High school",2,1989,"Pretty happy"
"21443","High school",2,1989,"Pretty happy"
"21444","High school",2,1989,"Pretty happy"
"21445","High school",1,1989,"Very happy"
"21446","Associate/junior college",2,1989,"Pretty happy"
"21447","High school",1,1989,"Very happy"
"21448","Less than high school",2,1989,"Pretty happy"
"21449","Less than high school",2,1989,"Pretty happy"
"21450","High school",2,1989,"Pretty happy"
"21451","Less than high school",2,1989,"Pretty happy"
"21452","Less than high school",1,1989,"Very happy"
"21453","High school",2,1989,"Pretty happy"
"21454","High school",1,1989,"Very happy"
"21455","Less than high school",2,1989,"Pretty happy"
"21456","High school",1,1989,"Very happy"
"21457","High school",2,1989,"Pretty happy"
"21458","High school",2,1989,"Pretty happy"
"21459","High school",2,1989,"Pretty happy"
"21460","High school",3,1989,"Not too happy"
"21461","High school",1,1989,"Very happy"
"21462","Associate/junior college",2,1989,"Pretty happy"
"21463","Less than high school",2,1989,"Pretty happy"
"21464","Bachelor's",1,1989,"Very happy"
"21465","Bachelor's",1,1989,"Very happy"
"21466","High school",2,1989,"Pretty happy"
"21467","High school",3,1989,"Not too happy"
"21468","High school",2,1989,"Pretty happy"
"21469","High school",2,1989,"Pretty happy"
"21470","High school",1,1989,"Very happy"
"21471","Bachelor's",2,1989,"Pretty happy"
"21472","High school",2,1989,"Pretty happy"
"21473","Less than high school",3,1989,"Not too happy"
"21474","High school",2,1989,"Pretty happy"
"21475","High school",2,1989,"Pretty happy"
"21476","High school",2,1989,"Pretty happy"
"21477","High school",2,1989,"Pretty happy"
"21478","Graduate",2,1989,"Pretty happy"
"21479","Graduate",2,1989,"Pretty happy"
"21480","Bachelor's",2,1989,"Pretty happy"
"21481","Graduate",1,1989,"Very happy"
"21482","Bachelor's",1,1989,"Very happy"
"21483","Bachelor's",2,1989,"Pretty happy"
"21484","Bachelor's",2,1989,"Pretty happy"
"21485","Graduate",3,1989,"Not too happy"
"21486","High school",2,1989,"Pretty happy"
"21487","Associate/junior college",3,1989,"Not too happy"
"21488","High school",2,1989,"Pretty happy"
"21489","Graduate",1,1989,"Very happy"
"21490","Bachelor's",2,1989,"Pretty happy"
"21491","Graduate",2,1989,"Pretty happy"
"21492","High school",2,1989,"Pretty happy"
"21493","Bachelor's",2,1989,"Pretty happy"
"21494","Bachelor's",2,1989,"Pretty happy"
"21495","Bachelor's",1,1989,"Very happy"
"21496","Bachelor's",2,1989,"Pretty happy"
"21497","High school",1,1989,"Very happy"
"21498","High school",1,1989,"Very happy"
"21499","High school",1,1989,"Very happy"
"21500","High school",2,1989,"Pretty happy"
"21501","High school",3,1989,"Not too happy"
"21502","Bachelor's",2,1989,"Pretty happy"
"21503","High school",2,1989,"Pretty happy"
"21504","Associate/junior college",1,1989,"Very happy"
"21505","High school",2,1989,"Pretty happy"
"21506","High school",2,1989,"Pretty happy"
"21507","High school",2,1989,"Pretty happy"
"21508","Bachelor's",2,1989,"Pretty happy"
"21509","High school",1,1989,"Very happy"
"21510","High school",2,1989,"Pretty happy"
"21511","Bachelor's",2,1989,"Pretty happy"
"21512","Bachelor's",1,1989,"Very happy"
"21513","Bachelor's",1,1989,"Very happy"
"21514","High school",1,1989,"Very happy"
"21515","High school",1,1989,"Very happy"
"21516","High school",3,1989,"Not too happy"
"21517","High school",1,1989,"Very happy"
"21518","Bachelor's",2,1989,"Pretty happy"
"21519","High school",3,1989,"Not too happy"
"21520","High school",2,1989,"Pretty happy"
"21521","High school",2,1989,"Pretty happy"
"21522","Bachelor's",2,1989,"Pretty happy"
"21523","Less than high school",3,1989,"Not too happy"
"21524","Less than high school",2,1989,"Pretty happy"
"21525","High school",2,1989,"Pretty happy"
"21526","Graduate",2,1989,"Pretty happy"
"21527","Bachelor's",2,1989,"Pretty happy"
"21528","Bachelor's",2,1989,"Pretty happy"
"21529","Less than high school",1,1989,"Very happy"
"21530","Bachelor's",2,1989,"Pretty happy"
"21531","High school",2,1989,"Pretty happy"
"21532","Bachelor's",2,1989,"Pretty happy"
"21533","High school",2,1989,"Pretty happy"
"21534","Less than high school",2,1989,"Pretty happy"
"21535","Bachelor's",2,1989,"Pretty happy"
"21536","High school",1,1989,"Very happy"
"21537","Less than high school",3,1989,"Not too happy"
"21538","Graduate",2,1989,"Pretty happy"
"21539","High school",1,1989,"Very happy"
"21540","Less than high school",1,1989,"Very happy"
"21541","High school",1,1989,"Very happy"
"21542","Bachelor's",1,1989,"Very happy"
"21543","Associate/junior college",2,1989,"Pretty happy"
"21544","High school",2,1989,"Pretty happy"
"21545","Less than high school",3,1989,"Not too happy"
"21546","High school",2,1989,"Pretty happy"
"21547","High school",2,1989,"Pretty happy"
"21548","High school",1,1989,"Very happy"
"21549","High school",2,1989,"Pretty happy"
"21550","Associate/junior college",2,1989,"Pretty happy"
"21551","High school",1,1989,"Very happy"
"21552","Less than high school",3,1989,"Not too happy"
"21553","Bachelor's",1,1989,"Very happy"
"21554","Associate/junior college",2,1989,"Pretty happy"
"21555","Less than high school",2,1989,"Pretty happy"
"21556","High school",1,1989,"Very happy"
"21557","Bachelor's",1,1989,"Very happy"
"21558","High school",2,1989,"Pretty happy"
"21559","High school",2,1989,"Pretty happy"
"21560","High school",1,1989,"Very happy"
"21561","High school",1,1989,"Very happy"
"21562","Less than high school",2,1989,"Pretty happy"
"21563","High school",2,1989,"Pretty happy"
"21564","Less than high school",3,1989,"Not too happy"
"21565","Bachelor's",2,1989,"Pretty happy"
"21566","Bachelor's",2,1989,"Pretty happy"
"21567","Graduate",1,1989,"Very happy"
"21568","Associate/junior college",2,1989,"Pretty happy"
"21569","Bachelor's",2,1989,"Pretty happy"
"21570","Bachelor's",1,1989,"Very happy"
"21571","High school",2,1989,"Pretty happy"
"21572","High school",1,1989,"Very happy"
"21573","High school",2,1989,"Pretty happy"
"21574","High school",1,1989,"Very happy"
"21575","Associate/junior college",2,1989,"Pretty happy"
"21576","High school",2,1989,"Pretty happy"
"21577","Graduate",1,1989,"Very happy"
"21578","Graduate",1,1989,"Very happy"
"21579","Bachelor's",1,1989,"Very happy"
"21580","High school",2,1989,"Pretty happy"
"21581","High school",1,1989,"Very happy"
"21582","High school",2,1989,"Pretty happy"
"21583","High school",2,1989,"Pretty happy"
"21584","Graduate",1,1989,"Very happy"
"21585","High school",3,1989,"Not too happy"
"21586","High school",1,1989,"Very happy"
"21587","High school",3,1989,"Not too happy"
"21588","High school",3,1989,"Not too happy"
"21589","High school",1,1989,"Very happy"
"21590","High school",2,1989,"Pretty happy"
"21591","Less than high school",2,1989,"Pretty happy"
"21592","Bachelor's",2,1989,"Pretty happy"
"21593","High school",1,1989,"Very happy"
"21594","High school",2,1989,"Pretty happy"
"21595","High school",1,1989,"Very happy"
"21596","Associate/junior college",3,1989,"Not too happy"
"21597","Graduate",2,1989,"Pretty happy"
"21598","High school",2,1989,"Pretty happy"
"21599","Associate/junior college",2,1989,"Pretty happy"
"21600","Graduate",2,1989,"Pretty happy"
"21601","High school",2,1989,"Pretty happy"
"21602","High school",1,1989,"Very happy"
"21603","High school",1,1989,"Very happy"
"21604","Less than high school",2,1989,"Pretty happy"
"21605","High school",2,1989,"Pretty happy"
"21606","Bachelor's",1,1989,"Very happy"
"21607","Graduate",2,1989,"Pretty happy"
"21608","High school",2,1989,"Pretty happy"
"21609","Bachelor's",2,1989,"Pretty happy"
"21610","Graduate",1,1989,"Very happy"
"21611","Graduate",2,1989,"Pretty happy"
"21612","High school",2,1989,"Pretty happy"
"21613","High school",2,1989,"Pretty happy"
"21614","Associate/junior college",2,1989,"Pretty happy"
"21615","High school",2,1989,"Pretty happy"
"21616","High school",1,1989,"Very happy"
"21617","Bachelor's",2,1989,"Pretty happy"
"21618","High school",2,1989,"Pretty happy"
"21619","High school",1,1989,"Very happy"
"21620","Graduate",1,1989,"Very happy"
"21621","High school",2,1989,"Pretty happy"
"21622","Graduate",1,1989,"Very happy"
"21623","High school",2,1989,"Pretty happy"
"21624","Associate/junior college",2,1989,"Pretty happy"
"21625","High school",2,1989,"Pretty happy"
"21626","Bachelor's",2,1989,"Pretty happy"
"21627","Less than high school",2,1989,"Pretty happy"
"21628","High school",2,1989,"Pretty happy"
"21629","High school",2,1989,"Pretty happy"
"21630","High school",2,1989,"Pretty happy"
"21631","Less than high school",1,1989,"Very happy"
"21632","High school",2,1989,"Pretty happy"
"21633","High school",3,1989,"Not too happy"
"21634","Bachelor's",2,1989,"Pretty happy"
"21635","Associate/junior college",2,1989,"Pretty happy"
"21636","High school",2,1989,"Pretty happy"
"21637","Bachelor's",2,1989,"Pretty happy"
"21638","High school",2,1989,"Pretty happy"
"21639","Bachelor's",3,1989,"Not too happy"
"21640","Less than high school",2,1989,"Pretty happy"
"21641","High school",1,1989,"Very happy"
"21642","Graduate",3,1989,"Not too happy"
"21643","High school",1,1989,"Very happy"
"21644","Graduate",2,1989,"Pretty happy"
"21645","Bachelor's",2,1989,"Pretty happy"
"21646","Bachelor's",2,1989,"Pretty happy"
"21647","Graduate",2,1989,"Pretty happy"
"21648","High school",2,1989,"Pretty happy"
"21649","Less than high school",3,1989,"Not too happy"
"21650","Associate/junior college",2,1989,"Pretty happy"
"21651","Associate/junior college",1,1989,"Very happy"
"21652","Less than high school",1,1989,"Very happy"
"21653","Graduate",2,1989,"Pretty happy"
"21654","Bachelor's",2,1989,"Pretty happy"
"21655","Bachelor's",2,1989,"Pretty happy"
"21656","High school",2,1989,"Pretty happy"
"21657","Bachelor's",2,1989,"Pretty happy"
"21658","Associate/junior college",1,1989,"Very happy"
"21659","High school",2,1989,"Pretty happy"
"21660","High school",2,1989,"Pretty happy"
"21661","High school",2,1989,"Pretty happy"
"21662","High school",2,1989,"Pretty happy"
"21663","Less than high school",1,1989,"Very happy"
"21664","Less than high school",2,1989,"Pretty happy"
"21665","Less than high school",2,1989,"Pretty happy"
"21666","Associate/junior college",1,1989,"Very happy"
"21667","Less than high school",2,1989,"Pretty happy"
"21668","Less than high school",1,1989,"Very happy"
"21669","Bachelor's",2,1989,"Pretty happy"
"21670","Bachelor's",2,1989,"Pretty happy"
"21671","High school",3,1989,"Not too happy"
"21672","High school",2,1989,"Pretty happy"
"21673","High school",1,1989,"Very happy"
"21674","High school",2,1989,"Pretty happy"
"21675","High school",2,1989,"Pretty happy"
"21676","High school",2,1989,"Pretty happy"
"21677","High school",1,1989,"Very happy"
"21678","Graduate",2,1989,"Pretty happy"
"21679","Graduate",2,1989,"Pretty happy"
"21680","High school",1,1989,"Very happy"
"21681","Associate/junior college",1,1989,"Very happy"
"21682","High school",2,1989,"Pretty happy"
"21683","High school",1,1989,"Very happy"
"21684","High school",1,1989,"Very happy"
"21685","High school",2,1989,"Pretty happy"
"21686","High school",2,1989,"Pretty happy"
"21687","High school",2,1989,"Pretty happy"
"21688","High school",1,1989,"Very happy"
"21689","High school",1,1989,"Very happy"
"21690","High school",2,1989,"Pretty happy"
"21691","Less than high school",2,1989,"Pretty happy"
"21692","High school",2,1989,"Pretty happy"
"21693","Less than high school",2,1989,"Pretty happy"
"21694","High school",2,1989,"Pretty happy"
"21695","Less than high school",2,1989,"Pretty happy"
"21696","Less than high school",1,1989,"Very happy"
"21697","Associate/junior college",1,1989,"Very happy"
"21698","High school",2,1989,"Pretty happy"
"21699","Bachelor's",2,1989,"Pretty happy"
"21700","High school",2,1989,"Pretty happy"
"21701","High school",2,1989,"Pretty happy"
"21702","High school",2,1989,"Pretty happy"
"21703","Bachelor's",1,1989,"Very happy"
"21704","Bachelor's",3,1989,"Not too happy"
"21705","Graduate",1,1989,"Very happy"
"21706","High school",2,1989,"Pretty happy"
"21707","High school",1,1989,"Very happy"
"21708","High school",2,1989,"Pretty happy"
"21709","Less than high school",2,1989,"Pretty happy"
"21710","Bachelor's",1,1989,"Very happy"
"21711","Less than high school",2,1989,"Pretty happy"
"21712","Graduate",2,1989,"Pretty happy"
"21713","High school",2,1989,"Pretty happy"
"21714","High school",2,1989,"Pretty happy"
"21715","Graduate",1,1989,"Very happy"
"21716","High school",2,1989,"Pretty happy"
"21717","Bachelor's",2,1989,"Pretty happy"
"21718","High school",2,1989,"Pretty happy"
"21719","Associate/junior college",2,1989,"Pretty happy"
"21720","High school",1,1989,"Very happy"
"21721","High school",2,1989,"Pretty happy"
"21722","High school",1,1989,"Very happy"
"21723","Bachelor's",2,1989,"Pretty happy"
"21724","Bachelor's",2,1989,"Pretty happy"
"21725","High school",2,1989,"Pretty happy"
"21726","Less than high school",1,1989,"Very happy"
"21727","Less than high school",2,1989,"Pretty happy"
"21728","Less than high school",2,1989,"Pretty happy"
"21729","Associate/junior college",2,1989,"Pretty happy"
"21730","High school",2,1989,"Pretty happy"
"21731","High school",2,1989,"Pretty happy"
"21732","Less than high school",2,1989,"Pretty happy"
"21733","High school",2,1989,"Pretty happy"
"21734","High school",2,1989,"Pretty happy"
"21735","High school",2,1989,"Pretty happy"
"21736","Less than high school",2,1989,"Pretty happy"
"21737","Bachelor's",1,1989,"Very happy"
"21738","High school",2,1989,"Pretty happy"
"21739","Associate/junior college",2,1989,"Pretty happy"
"21740","High school",2,1989,"Pretty happy"
"21741","High school",1,1989,"Very happy"
"21742","High school",1,1989,"Very happy"
"21743","High school",3,1989,"Not too happy"
"21744","High school",2,1989,"Pretty happy"
"21745","High school",1,1989,"Very happy"
"21746","Less than high school",3,1989,"Not too happy"
"21747","High school",1,1989,"Very happy"
"21748","High school",1,1989,"Very happy"
"21749","Associate/junior college",1,1989,"Very happy"
"21750","Bachelor's",2,1989,"Pretty happy"
"21751","Graduate",2,1989,"Pretty happy"
"21752","Less than high school",1,1989,"Very happy"
"21753","Less than high school",3,1989,"Not too happy"
"21754","Less than high school",3,1989,"Not too happy"
"21755","High school",1,1989,"Very happy"
"21756","High school",1,1989,"Very happy"
"21757","Graduate",1,1989,"Very happy"
"21758","High school",1,1989,"Very happy"
"21759","High school",2,1989,"Pretty happy"
"21760","High school",2,1989,"Pretty happy"
"21761","High school",2,1989,"Pretty happy"
"21762","High school",2,1989,"Pretty happy"
"21763","High school",2,1989,"Pretty happy"
"21764","High school",1,1989,"Very happy"
"21765","High school",1,1989,"Very happy"
"21766","High school",2,1989,"Pretty happy"
"21767","High school",2,1989,"Pretty happy"
"21768","Graduate",1,1989,"Very happy"
"21769","Bachelor's",1,1989,"Very happy"
"21770","Bachelor's",2,1989,"Pretty happy"
"21771","Associate/junior college",1,1989,"Very happy"
"21772","High school",2,1989,"Pretty happy"
"21773","Bachelor's",2,1989,"Pretty happy"
"21774","High school",2,1989,"Pretty happy"
"21775","Bachelor's",2,1989,"Pretty happy"
"21776","Less than high school",1,1989,"Very happy"
"21777","Bachelor's",2,1989,"Pretty happy"
"21778","Bachelor's",2,1989,"Pretty happy"
"21779","High school",1,1989,"Very happy"
"21780","High school",1,1989,"Very happy"
"21781","Graduate",1,1989,"Very happy"
"21782","Bachelor's",2,1989,"Pretty happy"
"21783","High school",2,1989,"Pretty happy"
"21784","Bachelor's",3,1989,"Not too happy"
"21785","Bachelor's",2,1989,"Pretty happy"
"21786","High school",2,1989,"Pretty happy"
"21787","High school",2,1989,"Pretty happy"
"21788","High school",2,1989,"Pretty happy"
"21789","Associate/junior college",1,1989,"Very happy"
"21790","High school",2,1989,"Pretty happy"
"21791","High school",2,1989,"Pretty happy"
"21792","Less than high school",1,1989,"Very happy"
"21793","Bachelor's",2,1989,"Pretty happy"
"21794","High school",2,1989,"Pretty happy"
"21795","Less than high school",2,1989,"Pretty happy"
"21796","High school",1,1989,"Very happy"
"21797","High school",3,1989,"Not too happy"
"21798","Less than high school",3,1989,"Not too happy"
"21799","Less than high school",3,1989,"Not too happy"
"21800","High school",2,1989,"Pretty happy"
"21801","High school",1,1989,"Very happy"
"21802","Less than high school",1,1989,"Very happy"
"21803","Graduate",1,1989,"Very happy"
"21804","Associate/junior college",1,1989,"Very happy"
"21805","High school",1,1989,"Very happy"
"21806","High school",1,1989,"Very happy"
"21807","High school",2,1989,"Pretty happy"
"21808","High school",1,1989,"Very happy"
"21809","Associate/junior college",2,1989,"Pretty happy"
"21810","Less than high school",2,1989,"Pretty happy"
"21811","High school",2,1989,"Pretty happy"
"21812","Less than high school",1,1989,"Very happy"
"21813","Less than high school",3,1989,"Not too happy"
"21814","Less than high school",2,1989,"Pretty happy"
"21815","Bachelor's",1,1989,"Very happy"
"21816","High school",2,1989,"Pretty happy"
"21817","Bachelor's",1,1989,"Very happy"
"21818","Bachelor's",2,1989,"Pretty happy"
"21819","High school",2,1989,"Pretty happy"
"21820","High school",2,1989,"Pretty happy"
"21821","High school",2,1989,"Pretty happy"
"21822","High school",1,1989,"Very happy"
"21823","High school",2,1989,"Pretty happy"
"21824","Associate/junior college",2,1989,"Pretty happy"
"21825","Bachelor's",2,1989,"Pretty happy"
"21826","High school",2,1989,"Pretty happy"
"21827","Less than high school",2,1989,"Pretty happy"
"21828","Bachelor's",2,1989,"Pretty happy"
"21829","Bachelor's",2,1989,"Pretty happy"
"21830","High school",1,1989,"Very happy"
"21831","High school",1,1989,"Very happy"
"21832","High school",1,1989,"Very happy"
"21833","High school",1,1989,"Very happy"
"21834","Associate/junior college",2,1989,"Pretty happy"
"21835","Associate/junior college",2,1989,"Pretty happy"
"21836","High school",1,1989,"Very happy"
"21837","High school",1,1989,"Very happy"
"21838","High school",1,1989,"Very happy"
"21839","High school",2,1989,"Pretty happy"
"21840","High school",2,1989,"Pretty happy"
"21841","High school",2,1989,"Pretty happy"
"21842","High school",2,1989,"Pretty happy"
"21843","Bachelor's",1,1989,"Very happy"
"21844","Bachelor's",2,1989,"Pretty happy"
"21845","Less than high school",1,1989,"Very happy"
"21846","High school",2,1989,"Pretty happy"
"21847","Less than high school",2,1989,"Pretty happy"
"21848","High school",2,1989,"Pretty happy"
"21849","High school",1,1989,"Very happy"
"21850","High school",1,1989,"Very happy"
"21851","Graduate",2,1989,"Pretty happy"
"21852","High school",1,1989,"Very happy"
"21853","High school",1,1989,"Very happy"
"21854","High school",2,1989,"Pretty happy"
"21855","Less than high school",2,1989,"Pretty happy"
"21856","Associate/junior college",2,1989,"Pretty happy"
"21857","High school",1,1989,"Very happy"
"21858","Less than high school",1,1989,"Very happy"
"21859","Bachelor's",1,1989,"Very happy"
"21860","High school",1,1989,"Very happy"
"21861","High school",2,1989,"Pretty happy"
"21862","High school",2,1989,"Pretty happy"
"21863","High school",1,1989,"Very happy"
"21864","Bachelor's",2,1989,"Pretty happy"
"21865","High school",1,1989,"Very happy"
"21866","High school",1,1989,"Very happy"
"21867","High school",1,1989,"Very happy"
"21868","High school",2,1989,"Pretty happy"
"21869","Bachelor's",1,1989,"Very happy"
"21870","Associate/junior college",2,1989,"Pretty happy"
"21871","Bachelor's",1,1989,"Very happy"
"21872","Graduate",1,1989,"Very happy"
"21873","Less than high school",2,1989,"Pretty happy"
"21874","High school",2,1989,"Pretty happy"
"21875","High school",2,1989,"Pretty happy"
"21876","High school",2,1989,"Pretty happy"
"21877","Graduate",3,1989,"Not too happy"
"21878","High school",1,1989,"Very happy"
"21879","High school",2,1989,"Pretty happy"
"21880","High school",2,1989,"Pretty happy"
"21881","High school",1,1989,"Very happy"
"21882","High school",2,1989,"Pretty happy"
"21883","High school",2,1989,"Pretty happy"
"21884","Less than high school",2,1989,"Pretty happy"
"21885","High school",1,1989,"Very happy"
"21886","Less than high school",2,1989,"Pretty happy"
"21887","High school",2,1989,"Pretty happy"
"21888","High school",1,1989,"Very happy"
"21889","High school",2,1989,"Pretty happy"
"21890","High school",1,1989,"Very happy"
"21891","High school",2,1989,"Pretty happy"
"21892","High school",2,1989,"Pretty happy"
"21893","Bachelor's",1,1989,"Very happy"
"21894","Less than high school",1,1989,"Very happy"
"21895","High school",2,1989,"Pretty happy"
"21896","Bachelor's",1,1989,"Very happy"
"21897","High school",2,1989,"Pretty happy"
"21898","High school",2,1989,"Pretty happy"
"21899","High school",1,1989,"Very happy"
"21900","Less than high school",3,1989,"Not too happy"
"21901","High school",2,1989,"Pretty happy"
"21902","Bachelor's",1,1989,"Very happy"
"21903","High school",1,1989,"Very happy"
"21904","Graduate",2,1989,"Pretty happy"
"21905","Bachelor's",1,1989,"Very happy"
"21906","Graduate",1,1989,"Very happy"
"21907","High school",1,1989,"Very happy"
"21908","Graduate",2,1989,"Pretty happy"
"21909","High school",2,1989,"Pretty happy"
"21910","Bachelor's",1,1989,"Very happy"
"21911","High school",2,1989,"Pretty happy"
"21912","High school",2,1989,"Pretty happy"
"21913","Bachelor's",1,1989,"Very happy"
"21914","High school",2,1989,"Pretty happy"
"21915","High school",1,1989,"Very happy"
"21916","High school",2,1989,"Pretty happy"
"21917","Graduate",2,1989,"Pretty happy"
"21918","High school",1,1989,"Very happy"
"21919","Less than high school",3,1989,"Not too happy"
"21920","Graduate",2,1989,"Pretty happy"
"21921","Less than high school",2,1989,"Pretty happy"
"21922","Associate/junior college",2,1989,"Pretty happy"
"21923","High school",2,1989,"Pretty happy"
"21924","High school",2,1989,"Pretty happy"
"21925","High school",2,1989,"Pretty happy"
"21926","Associate/junior college",3,1989,"Not too happy"
"21927","High school",2,1989,"Pretty happy"
"21928","Less than high school",2,1989,"Pretty happy"
"21929","Associate/junior college",3,1989,"Not too happy"
"21930","High school",3,1989,"Not too happy"
"21931","High school",1,1989,"Very happy"
"21932","Graduate",2,1989,"Pretty happy"
"21933","Less than high school",2,1989,"Pretty happy"
"21934","Associate/junior college",2,1989,"Pretty happy"
"21935","Associate/junior college",2,1989,"Pretty happy"
"21936","High school",3,1989,"Not too happy"
"21937","Less than high school",3,1989,"Not too happy"
"21938","Bachelor's",2,1989,"Pretty happy"
"21939","Bachelor's",2,1989,"Pretty happy"
"21940","High school",2,1989,"Pretty happy"
"21941","High school",1,1989,"Very happy"
"21942","Graduate",1,1989,"Very happy"
"21943","Less than high school",2,1989,"Pretty happy"
"21944","High school",2,1989,"Pretty happy"
"21945","Bachelor's",2,1989,"Pretty happy"
"21946","High school",2,1989,"Pretty happy"
"21947","High school",2,1989,"Pretty happy"
"21948","Bachelor's",2,1989,"Pretty happy"
"21949","High school",2,1989,"Pretty happy"
"21950","Bachelor's",2,1989,"Pretty happy"
"21951","High school",2,1989,"Pretty happy"
"21952","Bachelor's",1,1989,"Very happy"
"21953","Less than high school",2,1989,"Pretty happy"
"21954","Less than high school",2,1989,"Pretty happy"
"21955","High school",3,1989,"Not too happy"
"21956","Less than high school",3,1989,"Not too happy"
"21957","High school",2,1989,"Pretty happy"
"21958","Less than high school",1,1989,"Very happy"
"21959","High school",1,1989,"Very happy"
"21960","High school",2,1989,"Pretty happy"
"21961","Associate/junior college",1,1989,"Very happy"
"21962","Graduate",2,1989,"Pretty happy"
"21963","Graduate",1,1989,"Very happy"
"21964","Less than high school",3,1989,"Not too happy"
"21965","High school",2,1989,"Pretty happy"
"21966","Associate/junior college",2,1989,"Pretty happy"
"21967","Bachelor's",2,1989,"Pretty happy"
"21968","High school",1,1989,"Very happy"
"21969","Bachelor's",2,1989,"Pretty happy"
"21970","High school",1,1989,"Very happy"
"21971","High school",2,1989,"Pretty happy"
"21972","Less than high school",2,1989,"Pretty happy"
"21973","Less than high school",1,1989,"Very happy"
"21974","High school",3,1989,"Not too happy"
"21975","Less than high school",3,1989,"Not too happy"
"21976","Associate/junior college",2,1989,"Pretty happy"
"21977","High school",2,1989,"Pretty happy"
"21978","Graduate",2,1989,"Pretty happy"
"21979","High school",1,1989,"Very happy"
"21980","Bachelor's",2,1989,"Pretty happy"
"21981","Bachelor's",2,1989,"Pretty happy"
"21982","Less than high school",3,1989,"Not too happy"
"21983","High school",2,1989,"Pretty happy"
"21984","Bachelor's",1,1989,"Very happy"
"21985","Associate/junior college",2,1989,"Pretty happy"
"21986","Less than high school",3,1989,"Not too happy"
"21987","High school",2,1989,"Pretty happy"
"21988","High school",2,1989,"Pretty happy"
"21989","High school",1,1989,"Very happy"
"21990","Less than high school",2,1989,"Pretty happy"
"21991","Graduate",3,1989,"Not too happy"
"21992","High school",1,1989,"Very happy"
"21993","High school",1,1989,"Very happy"
"21994","Less than high school",2,1989,"Pretty happy"
"21995","High school",2,1989,"Pretty happy"
"21996","High school",1,1989,"Very happy"
"21997","High school",1,1989,"Very happy"
"21998","High school",1,1989,"Very happy"
"21999","Less than high school",2,1989,"Pretty happy"
"22000","High school",1,1989,"Very happy"
"22001","High school",2,1989,"Pretty happy"
"22002","Graduate",2,1989,"Pretty happy"
"22003","High school",1,1989,"Very happy"
"22004","High school",1,1989,"Very happy"
"22005","High school",1,1989,"Very happy"
"22006","Bachelor's",2,1989,"Pretty happy"
"22007","High school",1,1989,"Very happy"
"22008","High school",2,1989,"Pretty happy"
"22009","High school",2,1989,"Pretty happy"
"22010","High school",1,1989,"Very happy"
"22011","High school",2,1989,"Pretty happy"
"22012","Less than high school",1,1989,"Very happy"
"22013","High school",2,1989,"Pretty happy"
"22014","Less than high school",3,1989,"Not too happy"
"22015","Less than high school",1,1989,"Very happy"
"22016","High school",2,1989,"Pretty happy"
"22017","High school",1,1989,"Very happy"
"22018","Associate/junior college",3,1989,"Not too happy"
"22019","High school",2,1989,"Pretty happy"
"22020","Less than high school",2,1989,"Pretty happy"
"22021","Less than high school",2,1989,"Pretty happy"
"22022","Associate/junior college",1,1989,"Very happy"
"22023","Bachelor's",1,1989,"Very happy"
"22024","High school",1,1989,"Very happy"
"22025","High school",1,1989,"Very happy"
"22026","High school",1,1989,"Very happy"
"22027","High school",1,1989,"Very happy"
"22028","Less than high school",1,1989,"Very happy"
"22029","High school",2,1989,"Pretty happy"
"22030","High school",2,1989,"Pretty happy"
