"id","educ","race","sex"
3517,16,1,1
3519,15,1,1
3520,12,1,2
3521,13,1,2
3522,12,2,2
3523,12,1,1
3524,12,1,1
3525,17,1,2
3526,19,1,1
3527,14,1,2
3528,13,1,2
3529,12,3,1
3530,20,1,2
3531,15,1,1
3532,14,1,2
3533,18,1,2
3534,14,3,1
3535,13,3,2
3537,14,1,2
3538,20,1,2
3539,20,1,1
3540,16,1,1
3542,20,1,2
3544,15,1,1
3545,14,1,1
3546,8,1,2
3547,12,2,1
3548,14,1,1
3549,16,1,2
3550,14,1,2
3551,20,1,1
3552,12,1,2
3553,11,3,2
3554,11,2,2
3555,12,3,1
3556,19,1,1
3557,18,2,1
3558,16,1,2
3559,17,1,2
3560,15,1,1
3561,16,1,2
3563,15,2,2
3564,12,2,2
3565,15,1,1
3566,17,1,2
3567,13,1,2
3568,18,3,1
3569,18,2,1
3570,14,1,2
3571,18,1,1
3572,16,2,1
3573,14,2,2
3574,16,1,2
3575,12,2,2
3576,14,1,1
3577,16,1,2
3578,20,1,1
3579,12,3,1
3580,17,1,2
3581,16,3,1
3583,14,1,2
3584,14,1,1
3586,16,3,2
3587,12,3,1
3588,18,3,2
3589,14,1,2
3590,16,2,1
3591,13,1,1
3592,16,1,2
3595,16,1,2
3596,12,1,2
3597,16,1,1
3598,13,1,1
3600,17,2,2
3602,12,1,1
3603,16,1,1
3604,20,1,1
3605,13,1,1
3607,14,2,2
3608,15,2,1
3609,16,1,2
3610,11,1,2
3611,16,1,2
3612,15,2,2
3613,16,1,2
3614,13,1,2
3615,13,1,2
3616,14,1,1
3617,16,1,2
3618,18,1,2
3619,12,1,2
3620,18,1,1
3621,18,1,2
3623,13,1,1
3624,NA,3,1
3625,3,1,2
3626,12,1,2
3627,18,1,2
3628,16,2,1
3629,12,1,1
3630,14,1,2
3631,16,1,2
3632,12,1,2
3634,16,1,1
3635,17,1,2
3636,12,2,2
3637,14,1,2
3638,17,1,1
3639,13,1,2
3641,16,1,1
3642,12,1,1
3643,16,3,1
3644,16,1,1
3645,16,1,1
3646,16,1,2
3647,18,1,2
3648,13,1,2
3649,14,1,2
3650,12,1,2
3651,18,1,1
3652,16,1,2
3653,13,1,1
3656,14,1,2
3657,16,3,2
3658,12,1,1
3659,16,1,1
3660,18,1,NA
3661,16,1,1
3662,12,1,1
3663,14,1,2
3664,16,1,2
3666,12,1,2
3667,16,1,1
3668,14,1,1
3670,15,2,2
3672,8,1,1
3673,18,1,2
3674,15,1,1
3675,10,1,2
3676,18,1,1
3677,18,1,2
3678,19,1,1
3679,19,1,1
3680,20,1,2
3681,16,1,2
3684,16,1,2
3686,12,1,2
3687,13,1,2
3688,16,1,1
3689,17,1,2
3690,17,1,1
3691,19,3,1
3692,20,1,1
3693,16,2,1
3694,16,1,2
3695,19,1,1
3696,16,3,1
3698,14,2,2
3700,12,2,2
3701,12,1,2
3702,16,1,1
3703,14,1,1
3704,15,1,2
3705,18,1,2
3706,17,1,2
3707,12,1,2
3708,16,1,2
3709,14,1,1
3710,20,1,2
3711,12,1,2
3712,16,1,1
3713,14,2,2
3714,17,1,1
3715,12,3,1
3717,14,3,2
3718,14,1,1
3719,17,1,2
3721,12,1,1
3724,12,1,2
3725,12,2,2
3726,6,3,2
3727,12,1,2
3728,16,1,1
3729,15,2,2
3730,18,3,2
3731,16,1,2
3732,12,1,1
3733,12,3,2
3734,9,1,2
3735,16,1,2
3736,16,1,2
3737,13,1,2
3738,10,1,1
3739,8,3,2
3740,13,1,1
3741,12,2,2
3742,17,1,1
3743,16,1,1
3745,13,1,1
3746,13,1,2
3747,20,1,1
3748,13,1,2
3749,11,1,2
3750,12,1,2
3751,18,1,2
3752,16,2,1
3753,16,1,1
3754,13,1,2
3755,13,3,2
3756,14,3,1
3757,18,1,2
3758,16,1,1
3759,18,1,2
3760,16,1,2
3761,11,1,2
3762,15,1,1
3764,12,3,1
3765,16,1,1
3766,14,1,2
3767,16,1,2
3768,18,1,2
3769,17,1,2
3771,16,1,2
3772,15,1,1
3773,16,1,2
3774,12,1,2
3776,13,1,1
3777,13,1,1
3779,14,1,2
3780,13,1,1
3781,NA,1,NA
3782,12,2,2
3783,16,1,2
3784,14,1,2
3786,12,1,1
3787,16,1,2
3788,15,1,2
3789,12,1,2
3790,18,1,1
3791,16,1,1
3792,18,1,1
3793,17,1,1
3795,17,1,1
3796,20,1,2
3797,12,2,1
3798,14,2,1
3799,16,1,2
3800,11,1,2
3801,16,2,2
3803,16,1,NA
3804,16,1,1
3805,17,1,2
3806,15,1,2
3807,16,1,1
3808,18,2,2
3809,14,1,2
3810,18,1,1
3811,14,1,1
3812,15,1,2
3813,16,1,2
3814,12,1,1
3815,14,1,2
3816,NA,2,1
3817,16,1,2
3818,16,1,1
3819,14,1,2
3820,15,1,1
3821,15,1,1
3822,12,1,2
3823,16,3,2
3824,16,1,2
3825,20,2,2
3826,14,2,NA
3827,16,1,1
3829,16,1,1
3830,12,2,1
3831,14,1,2
3832,12,1,1
3834,16,1,2
3835,12,1,2
3836,16,1,1
3837,16,1,2
3838,13,2,1
3839,12,1,2
3840,14,1,1
3841,12,1,2
3842,15,1,2
3843,16,3,2
3844,13,1,2
3845,16,2,2
3846,12,3,1
3847,12,1,2
3848,14,1,1
3849,16,2,1
3850,12,1,2
3851,13,2,1
3852,16,1,1
3853,16,1,1
3854,12,2,2
3855,16,1,1
3856,15,1,1
3857,12,1,2
3858,13,1,1
3859,16,1,2
3860,18,1,2
3861,16,1,2
3862,14,1,2
3863,12,1,2
3864,19,1,2
3865,17,1,2
3866,12,1,1
3867,18,1,1
3868,18,1,2
3869,12,2,1
3871,12,3,1
3874,12,2,2
3875,18,2,2
3876,18,1,2
3877,18,1,1
3878,12,2,1
3879,6,1,1
3880,14,1,2
3881,12,1,2
3882,NA,1,NA
3883,20,1,2
3884,16,3,2
3885,16,1,1
3886,16,1,1
3889,17,1,1
3890,17,3,2
3891,19,1,2
3892,12,1,1
3893,12,2,NA
3894,14,1,1
3895,18,1,1
3896,16,1,1
3897,18,2,2
3899,9,1,1
3901,14,1,1
3902,13,2,1
3904,12,1,2
3905,14,1,2
3906,12,3,2
3907,NA,1,2
3908,16,3,2
3909,12,3,2
3910,12,1,1
3911,15,3,1
3912,16,1,2
3913,6,1,2
3914,14,1,2
3915,16,3,2
3916,16,1,2
3917,14,1,2
3918,20,1,2
3919,16,1,2
3920,17,3,2
3921,17,3,2
3922,18,1,2
3923,14,2,NA
3924,12,1,1
3925,20,1,2
3926,10,1,2
3928,16,1,2
3929,14,2,2
3930,15,3,2
3932,18,2,1
3934,16,1,2
3935,16,1,1
3936,16,3,2
3937,13,2,2
3938,19,1,2
3939,15,2,1
3940,19,2,2
3943,15,2,2
3944,16,1,2
3945,16,1,1
3946,16,1,2
3947,17,1,1
3948,0,2,2
3949,20,1,2
3950,19,1,1
3951,16,1,1
3952,14,2,2
3953,18,1,1
3954,13,1,1
3955,13,1,1
3956,16,1,2
3957,16,1,1
3958,12,1,1
3959,13,1,2
3962,17,1,2
3963,16,1,1
3964,18,1,1
3965,12,1,2
3966,20,1,1
3968,12,1,2
3969,NA,1,NA
3970,14,1,2
3972,12,1,2
3973,20,1,1
3974,14,1,2
3975,16,1,1
3976,16,3,2
3977,12,1,1
3978,12,2,2
3979,12,3,1
3980,16,1,2
3981,12,1,2
3982,16,3,2
3983,17,1,2
3985,12,3,1
3986,16,1,2
3988,16,1,1
3989,16,1,1
3990,18,1,1
3992,18,1,2
3993,12,1,1
3995,17,1,1
3996,13,1,1
3997,12,2,1
3998,17,3,1
3999,14,3,1
4000,16,1,1
4001,15,1,2
4002,18,1,2
4003,17,1,1
4004,10,3,2
4005,12,2,1
4006,18,1,2
4007,16,1,2
4008,15,3,2
4009,10,1,2
4010,12,1,2
4011,20,1,1
4012,15,1,2
4013,13,1,1
4014,14,1,1
4015,20,1,1
4016,12,1,1
4018,16,1,2
4019,12,1,2
4020,16,3,1
4021,16,3,1
4022,11,1,2
4023,13,1,1
4024,12,1,2
4025,NA,3,NA
4026,16,2,1
4027,16,1,1
4028,14,1,1
4029,14,1,2
4031,18,3,2
4033,14,1,2
4034,NA,1,NA
4035,16,2,1
4036,12,1,2
4038,12,1,2
4039,18,1,2
4040,NA,1,2
4042,12,1,2
4043,14,2,1
4045,12,2,NA
4046,12,1,2
4047,12,3,1
4049,12,1,2
4050,14,1,1
4051,12,1,1
4052,16,1,1
4053,12,1,1
4055,16,2,1
4056,13,1,2
4057,16,1,2
4058,18,1,1
4059,16,1,1
4060,18,3,1
4061,12,1,1
4062,20,1,1
4064,16,1,2
4066,16,1,2
4068,15,3,1
4069,19,2,2
4070,15,1,1
4071,16,1,1
4072,12,1,2
4073,12,3,1
4074,17,1,2
4076,16,1,2
4077,10,1,1
4078,14,1,2
4079,13,1,2
4080,12,1,2
4081,16,3,2
4082,15,1,1
4083,16,1,2
4084,16,1,1
4085,16,1,2
4086,12,1,2
4087,13,2,2
4088,15,2,2
4089,18,3,2
4090,16,1,2
4091,14,1,2
4092,NA,2,NA
4093,12,1,1
4094,13,1,2
4095,13,1,1
4096,13,1,1
4097,8,1,1
4098,17,1,1
4100,18,1,2
4101,18,1,2
4102,12,1,2
4103,12,1,1
4105,14,1,2
4106,16,1,1
4107,12,1,1
4108,16,1,2
4109,16,1,1
4110,12,2,2
4111,NA,2,NA
4112,16,NA,2
4113,12,1,1
4114,10,1,2
4116,18,1,2
4117,16,1,1
4118,16,1,2
4120,12,2,2
4121,16,3,1
4122,18,1,2
4123,12,3,2
4124,9,1,2
4125,16,NA,2
4126,14,1,2
4127,NA,1,2
4128,12,1,1
4129,16,1,2
4130,16,1,1
4132,12,1,2
4134,12,2,2
4135,15,1,2
4136,5,1,2
4137,18,1,1
4138,20,1,2
4139,16,1,1
4140,12,2,2
4141,12,1,2
4142,14,1,2
4143,16,1,2
4144,19,1,1
4145,12,1,1
4146,12,2,2
4147,12,1,2
4148,16,1,1
4149,12,3,1
4150,16,NA,1
4151,14,1,1
4152,12,1,1
4153,14,3,1
4154,20,1,1
4155,12,3,1
4156,16,1,1
4157,14,1,1
4158,14,1,1
4159,11,1,2
4160,15,1,2
4161,16,1,2
4162,14,1,1
4163,18,1,2
4164,20,1,1
4165,18,1,1
4166,16,1,1
4167,14,1,2
4168,14,1,1
4169,19,NA,1
4170,18,1,2
4171,12,1,2
4172,16,2,2
4173,16,1,1
4174,17,1,2
4175,14,2,1
4176,16,1,2
4177,16,2,2
4178,16,1,1
4179,12,1,1
4180,12,1,2
4181,13,2,1
4182,16,1,2
4183,15,1,1
4184,18,1,1
4185,18,2,2
4186,13,2,1
4187,16,1,2
4188,NA,2,NA
4190,16,3,2
4191,18,2,2
4193,12,1,2
4194,12,2,1
4195,14,1,1
4196,17,3,1
4197,17,1,1
4198,17,1,2
4199,16,1,1
4200,18,1,2
4201,19,1,1
4202,16,1,2
4203,NA,2,NA
4204,20,1,1
4205,19,1,2
4206,12,1,1
4207,16,1,1
4208,16,1,1
4209,14,1,1
4210,12,1,2
4211,14,1,2
4214,16,1,1
4215,13,1,1
4216,12,1,1
4217,12,1,2
4218,16,1,NA
4219,11,1,1
4220,16,1,2
4221,18,2,1
4222,14,1,1
4223,19,1,2
4225,12,1,2
4227,14,1,2
4228,16,1,1
4229,14,2,2
4230,12,2,2
4231,17,1,1
4232,16,1,1
4233,12,1,1
4235,15,1,2
4236,16,1,1
4237,9,3,2
4238,18,1,1
4239,14,1,2
4240,12,1,1
4241,14,1,1
4242,17,1,2
4243,20,1,2
4244,16,1,2
4245,12,1,2
4246,16,1,2
4247,14,1,2
4248,18,3,2
4249,16,1,1
4250,16,1,1
4251,12,1,1
4252,14,NA,2
4253,13,NA,2
4254,17,1,1
4255,16,2,1
4256,19,1,2
4257,16,1,1
4258,12,1,1
4259,11,1,2
4260,15,1,2
4261,12,3,1
4262,18,1,2
4263,17,1,1
4265,13,1,1
4266,16,3,1
4267,16,3,2
4268,19,1,2
4269,12,3,2
4270,16,1,2
4271,15,1,2
4272,18,3,2
4273,9,1,1
4274,16,1,2
4275,12,1,2
4276,14,1,2
4277,12,1,2
4279,8,2,2
4280,12,2,1
4281,13,3,NA
4282,16,1,2
4283,12,1,2
4284,12,1,2
4285,14,1,1
4286,12,1,2
4287,17,1,1
4288,17,1,1
4289,16,1,1
4290,14,2,2
4291,0,3,2
4292,12,1,2
4293,15,3,1
4295,14,1,2
4296,12,1,1
4297,16,1,1
4298,20,1,2
4300,16,1,2
4301,16,2,1
4303,20,1,2
4304,18,1,1
4305,12,1,2
4307,20,1,1
4308,16,1,1
4309,15,1,1
4311,14,1,1
4312,12,1,2
4313,14,1,2
4314,16,3,1
4315,14,1,2
4316,14,2,2
4317,10,3,1
4318,18,1,1
4319,8,1,2
4320,17,1,2
4321,16,1,1
4322,17,1,1
4323,17,1,1
4324,16,1,2
4325,16,1,1
4326,14,1,1
4327,16,1,1
4328,16,3,1
4329,16,1,2
4330,14,2,1
4331,17,2,2
4332,16,1,1
4333,11,1,2
4334,19,1,1
4335,19,1,1
4336,11,1,2
4337,13,1,1
4338,20,1,1
4340,18,1,1
4341,17,3,2
4342,18,1,1
4344,16,3,1
4345,16,1,2
4346,14,1,1
4347,20,2,1
4348,11,1,1
4349,12,1,2
4350,16,1,2
4351,16,1,1
4352,19,1,1
4353,18,1,1
4354,16,3,2
4355,12,1,1
4356,17,1,1
4358,16,1,2
4359,12,3,1
4360,16,3,1
4361,20,1,2
4362,12,1,2
4363,16,3,2
4364,11,NA,1
4366,12,1,1
4367,14,1,2
4368,15,1,1
4369,16,1,1
4370,13,1,2
4371,20,3,1
4372,13,3,2
4373,10,1,1
4374,20,1,1
4375,16,2,2
4376,13,1,2
4377,16,1,2
4378,16,1,1
4379,18,1,1
4380,12,1,2
4381,19,1,2
4382,9,1,2
4384,20,1,2
4385,12,1,2
4386,20,1,1
4387,16,1,1
4388,12,1,1
4389,12,1,1
4390,20,3,2
4391,15,1,1
4392,16,1,1
4393,16,1,2
4394,12,1,1
4395,16,1,2
4396,16,1,1
4397,17,1,2
4399,18,1,1
4401,16,1,1
4402,18,1,2
4403,16,1,1
4404,16,1,2
4406,16,1,1
4407,15,1,2
4408,14,NA,2
4409,16,1,1
4410,12,1,1
4411,16,1,2
4412,17,1,2
4414,12,1,2
4416,14,1,2
4417,16,1,2
4418,12,1,2
4419,16,1,1
4422,14,1,2
4423,20,1,2
4425,14,1,1
4426,14,1,1
4427,16,3,1
4428,17,1,1
4429,19,1,2
4430,16,2,2
4432,17,1,1
4433,20,1,1
4435,14,1,1
4436,16,1,2
4437,16,1,2
4438,14,3,2
4439,16,2,2
4440,16,1,2
4441,12,1,1
4442,12,1,2
4443,20,2,1
4444,16,1,1
4445,17,1,1
4447,15,1,1
4448,13,3,1
4449,14,NA,2
4450,16,1,2
4451,14,1,2
4452,14,1,1
4453,19,1,2
4454,16,1,1
4455,12,1,2
4456,14,1,2
4457,18,1,2
4458,17,1,2
4459,17,1,2
4460,13,1,2
4461,13,2,2
4462,19,1,2
4463,16,1,1
4464,18,1,1
4466,14,1,2
4467,14,1,2
4468,16,1,2
4469,16,3,2
4470,20,1,2
4471,12,1,1
