"","Marital_status","Happy_level","Year"
"53104","Divorced","Not too happy",2016
"53105","Never married","Pretty happy",2016
"53106","Never married","Pretty happy",2016
"53107","Never married","Pretty happy",2016
"53108","Married","Pretty happy",2016
"53109","Widowed","Pretty happy",2016
"53110","Widowed","Pretty happy",2016
"53111","Never married","Very happy",2016
"53112","Widowed","Pretty happy",2016
"53113","Divorced","Not too happy",2016
"53114","Widowed","Very happy",2016
"53115","Widowed","Very happy",2016
"53116","Married","Very happy",2016
"53117","Married","Pretty happy",2016
"53118","Separated","Pretty happy",2016
"53119","Widowed","Not too happy",2016
"53120","Married","Very happy",2016
"53121","Widowed","Not too happy",2016
"53122","Divorced","Pretty happy",2016
"53123","Married","Not too happy",2016
"53124","Divorced","Pretty happy",2016
"53125","Widowed","Pretty happy",2016
"53126","Divorced","Pretty happy",2016
"53127","Widowed","Pretty happy",2016
"53128","Married","Very happy",2016
"53129","Married","Very happy",2016
"53130","Married","Pretty happy",2016
"53131","Widowed","Pretty happy",2016
"53132","Widowed","Not too happy",2016
"53133","Married","Pretty happy",2016
"53134","Widowed","Pretty happy",2016
"53135","Married","Pretty happy",2016
"53136","Divorced","Not too happy",2016
"53137","Married","Pretty happy",2016
"53138","Widowed","Not too happy",2016
"53139","Married","Very happy",2016
"53140","Never married","Pretty happy",2016
"53141","Married","Pretty happy",2016
"53142","Married","Pretty happy",2016
"53143","Never married","Pretty happy",2016
"53144","Married","Very happy",2016
"53145","Widowed","Pretty happy",2016
"53146","Married","Very happy",2016
"53147","Never married","Pretty happy",2016
"53148","Married","Pretty happy",2016
"53149","Married","Pretty happy",2016
"53150","Divorced","Not too happy",2016
"53151","Divorced","Pretty happy",2016
"53152","Never married","Not too happy",2016
"53153","Married","Pretty happy",2016
"53154","Married","Pretty happy",2016
"53155","Married","Pretty happy",2016
"53156","Widowed","Pretty happy",2016
"53157","Never married","Not too happy",2016
"53158","Never married","Very happy",2016
"53159","Never married","Pretty happy",2016
"53160","Married","Not too happy",2016
"53161","Never married","Pretty happy",2016
"53162","Married","Very happy",2016
"53163","Divorced","Pretty happy",2016
"53164","Divorced","Pretty happy",2016
"53165","Separated","Pretty happy",2016
"53166","Never married","Pretty happy",2016
"53167","Never married","Not too happy",2016
"53168","Married","Very happy",2016
"53169","Widowed","Not too happy",2016
"53170","Married","Pretty happy",2016
"53171","Divorced","Pretty happy",2016
"53172","Widowed","Pretty happy",2016
"53173","Widowed","Not too happy",2016
"53174","Widowed","Very happy",2016
"53175","Married","Very happy",2016
"53176","Widowed","Pretty happy",2016
"53177","Divorced","Pretty happy",2016
"53178","Married","Pretty happy",2016
"53179","Married","Pretty happy",2016
"53180","Never married","Pretty happy",2016
"53181","Never married","Pretty happy",2016
"53182","Married","Very happy",2016
"53183","Married","Pretty happy",2016
"53184","Never married","Pretty happy",2016
"53185","Married","Very happy",2016
"53186","Separated","Very happy",2016
"53187","Married","Very happy",2016
"53188","Divorced","Pretty happy",2016
"53189","Married","Pretty happy",2016
"53190","Widowed","Very happy",2016
"53191","Never married","Pretty happy",2016
"53192","Never married","Pretty happy",2016
"53193","Never married","Not too happy",2016
"53194","Married","Pretty happy",2016
"53195","Never married","Pretty happy",2016
"53196","Divorced","Very happy",2016
"53197","Married","Not too happy",2016
"53198","Married","Pretty happy",2016
"53199","Married","Pretty happy",2016
"53200","Married","Very happy",2016
"53201","Separated","Pretty happy",2016
"53202","Never married","Pretty happy",2016
"53203","Married","Very happy",2016
"53204","Widowed","Not too happy",2016
"53205","Married","Pretty happy",2016
"53206","Widowed","Not too happy",2016
"53207","Married","Pretty happy",2016
"53208","Married","Pretty happy",2016
"53209","Never married","Pretty happy",2016
"53210","Married","Pretty happy",2016
"53211","Married","Very happy",2016
"53212","Divorced","Very happy",2016
"53213","Married","Very happy",2016
"53214","Married","Very happy",2016
"53215","Widowed","Very happy",2016
"53216","Married","Pretty happy",2016
"53217","Married","Very happy",2016
"53218","Widowed","Pretty happy",2016
"53219","Divorced","Pretty happy",2016
"53220","Married","Pretty happy",2016
"53221","Divorced","Not too happy",2016
"53222","Married","Not too happy",2016
"53223","Married","Pretty happy",2016
"53224","Divorced","Very happy",2016
"53225","Divorced","Pretty happy",2016
"53226","Widowed","Pretty happy",2016
"53227","Divorced","Not too happy",2016
"53228","Married","Pretty happy",2016
"53229","Married","Not too happy",2016
"53230","Married","Pretty happy",2016
"53231","Widowed","Pretty happy",2016
"53232","Married","Very happy",2016
"53233","Married","Not too happy",2016
"53234","Never married","Not too happy",2016
"53235","Married","Pretty happy",2016
"53236","Divorced","Very happy",2016
"53237","Divorced","Not too happy",2016
"53238","Widowed","Pretty happy",2016
"53239","Divorced","Very happy",2016
"53240","Married","Pretty happy",2016
"53241","Divorced","Pretty happy",2016
"53242","Married","Pretty happy",2016
"53243","Divorced","Not too happy",2016
"53244","Married","Pretty happy",2016
"53245","Married","Very happy",2016
"53246","Never married","Pretty happy",2016
"53247","Married","Pretty happy",2016
"53248","Never married","Pretty happy",2016
"53249","Widowed","Pretty happy",2016
"53250","Divorced","Pretty happy",2016
"53251","Married","Very happy",2016
"53252","Married","Pretty happy",2016
"53253","Married","Pretty happy",2016
"53254","Never married","Pretty happy",2016
"53255","Married","Pretty happy",2016
"53256","Never married","Very happy",2016
"53257","Widowed","Pretty happy",2016
"53258","Widowed","Pretty happy",2016
"53259","Married","Pretty happy",2016
"53260","Married","Very happy",2016
"53261","Married","Pretty happy",2016
"53262","Never married","Very happy",2016
"53263","Married","Pretty happy",2016
"53264","Married","Pretty happy",2016
"53265","Divorced","Not too happy",2016
"53266","Widowed","Pretty happy",2016
"53267","Married","Pretty happy",2016
"53268","Married","Very happy",2016
"53269","Never married","Pretty happy",2016
"53270","Widowed","Very happy",2016
"53271","Divorced","Not too happy",2016
"53272","Married","Very happy",2016
"53273","Divorced","Pretty happy",2016
"53274","Married","Pretty happy",2016
"53275","Married","Very happy",2016
"53276","Married","Pretty happy",2016
"53277","Married","Very happy",2016
"53278","Widowed","Pretty happy",2016
"53279","Never married","Pretty happy",2016
"53280","Never married","Pretty happy",2016
"53281","Widowed","Pretty happy",2016
"53282","Never married","Not too happy",2016
"53283","Married","Very happy",2016
"53284","Married","Pretty happy",2016
"53285","Widowed","Very happy",2016
"53286","Married","Very happy",2016
"53287","Never married","Not too happy",2016
"53288","Married","Very happy",2016
"53289","Never married","Pretty happy",2016
"53290","Divorced","Very happy",2016
"53291","Never married","Pretty happy",2016
"53292","Never married","Pretty happy",2016
"53293","Married","Pretty happy",2016
"53294","Never married","Not too happy",2016
"53295","Married","Pretty happy",2016
"53296","Married","Very happy",2016
"53297","Never married","Pretty happy",2016
"53298","Married","Not too happy",2016
"53299","Never married","Very happy",2016
"53300","Never married","Not too happy",2016
"53301","Married","Very happy",2016
"53302","Widowed","Very happy",2016
"53303","Never married","Pretty happy",2016
"53304","Married","Very happy",2016
"53305","Married","Pretty happy",2016
"53306","Widowed","Pretty happy",2016
"53307","Divorced","Pretty happy",2016
"53308","Never married","Pretty happy",2016
"53309","Divorced","Not too happy",2016
"53310","Divorced","Pretty happy",2016
"53311","Never married","Pretty happy",2016
"53312","Divorced","Pretty happy",2016
"53313","Married","Pretty happy",2016
"53314","Married","Pretty happy",2016
"53315","Married","Pretty happy",2016
"53316","Married","Very happy",2016
"53317","Never married","Very happy",2016
"53318","Never married","Not too happy",2016
"53319","Married","Pretty happy",2016
"53320","Never married","Pretty happy",2016
"53321","Never married","Very happy",2016
"53322","Married","Pretty happy",2016
"53323","Divorced","Pretty happy",2016
"53324","Divorced","Pretty happy",2016
"53325","Married","Pretty happy",2016
"53326","Never married","Not too happy",2016
"53327","Married","Very happy",2016
"53328","Married","Pretty happy",2016
"53329","Married","Very happy",2016
"53330","Married","Pretty happy",2016
"53331","Widowed","Pretty happy",2016
"53332","Married","Very happy",2016
"53333","Divorced","Pretty happy",2016
"53334","Never married","Very happy",2016
"53335","Married","Pretty happy",2016
"53336","Married","Very happy",2016
"53337","Divorced","Pretty happy",2016
"53338","Widowed","Very happy",2016
"53339","Never married","Pretty happy",2016
"53340","Married","Pretty happy",2016
"53341","Married","Pretty happy",2016
"53342","Married","Pretty happy",2016
"53343","Never married","Pretty happy",2016
"53344","Divorced","Pretty happy",2016
"53345","Married","Pretty happy",2016
"53346","Divorced","Not too happy",2016
"53347","Married","Very happy",2016
"53348","Divorced","Very happy",2016
"53349","Divorced","Not too happy",2016
"53350","Never married","Pretty happy",2016
"53351","Married","Very happy",2016
"53352","Married","Pretty happy",2016
"53353","Separated","Pretty happy",2016
"53354","Married","Pretty happy",2016
"53355","Never married","Pretty happy",2016
"53356","Never married","Not too happy",2016
"53357","Married","Not too happy",2016
"53358","Divorced","Pretty happy",2016
"53359","Divorced","Pretty happy",2016
"53360","Married","Very happy",2016
"53361","Divorced","Very happy",2016
"53362","Never married","Not too happy",2016
"53363","Married","Very happy",2016
"53364","Married","Not too happy",2016
"53365","Divorced","Very happy",2016
"53366","Never married","Very happy",2016
"53367","Married","Not too happy",2016
"53368","Married","Pretty happy",2016
"53369","Married","Pretty happy",2016
"53370","Married","Pretty happy",2016
"53371","Widowed","Pretty happy",2016
"53372","Widowed","Very happy",2016
"53373","Married","Very happy",2016
"53374","Married","Very happy",2016
"53375","Married","Very happy",2016
"53376","Married","Pretty happy",2016
"53377","Married","Very happy",2016
"53378","Married","Pretty happy",2016
"53379","Married","Very happy",2016
"53380","Divorced","Pretty happy",2016
"53381","Widowed","Not too happy",2016
"53382","Married","Pretty happy",2016
"53383","Married","Pretty happy",2016
"53384","Married","Pretty happy",2016
"53385","Divorced","Pretty happy",2016
"53386","Never married","Pretty happy",2016
"53387","Divorced","Not too happy",2016
"53388","Married","Very happy",2016
"53389","Married","Very happy",2016
"53390","Widowed","Pretty happy",2016
"53391","Never married","Pretty happy",2016
"53392","Married","Very happy",2016
"53393","Never married","Pretty happy",2016
"53394","Married","Pretty happy",2016
"53395","Never married","Pretty happy",2016
"53396","Never married","Pretty happy",2016
"53397","Never married","Not too happy",2016
"53398","Widowed","Very happy",2016
"53399","Divorced","Pretty happy",2016
"53400","Never married","Very happy",2016
"53401","Married","Very happy",2016
"53402","Divorced","Very happy",2016
"53403","Never married","Pretty happy",2016
"53404","Widowed","Pretty happy",2016
"53405","Never married","Not too happy",2016
"53406","Married","Not too happy",2016
"53407","Never married","Pretty happy",2016
"53408","Married","Pretty happy",2016
"53409","Married","Very happy",2016
"53410","Married","Very happy",2016
"53411","Married","Very happy",2016
"53412","Never married","Pretty happy",2016
"53413","Divorced","Pretty happy",2016
"53414","Married","Not too happy",2016
"53415","Married","Pretty happy",2016
"53416","Never married","Pretty happy",2016
"53417","Never married","Pretty happy",2016
"53418","Never married","Pretty happy",2016
"53419","Never married","Very happy",2016
"53420","Married","Pretty happy",2016
"53421","Divorced","Pretty happy",2016
"53422","Never married","Very happy",2016
"53423","Divorced","Pretty happy",2016
"53424","Widowed","Very happy",2016
"53425","Never married","Pretty happy",2016
"53426","Married","Pretty happy",2016
"53427","Married","Pretty happy",2016
"53428","Married","Pretty happy",2016
"53429","Married","Pretty happy",2016
"53430","Married","Pretty happy",2016
"53431","Never married","Very happy",2016
"53432","Married","Very happy",2016
"53433","Married","Very happy",2016
"53434","Widowed","Very happy",2016
"53435","Never married","Pretty happy",2016
"53436","Divorced","Not too happy",2016
"53437","Married","Pretty happy",2016
"53438","Married","Not too happy",2016
"53439","Married","Pretty happy",2016
"53440","Married","Very happy",2016
"53441","Married","Very happy",2016
"53442","Married","Pretty happy",2016
"53443","Widowed","Pretty happy",2016
"53444","Married","Pretty happy",2016
"53445","Divorced","Pretty happy",2016
"53446","Never married","Very happy",2016
"53447","Widowed","Pretty happy",2016
"53448","Married","Pretty happy",2016
"53449","Widowed","Very happy",2016
"53450","Widowed","Not too happy",2016
"53451","Never married","Pretty happy",2016
"53452","Married","Pretty happy",2016
"53453","Divorced","Pretty happy",2016
"53454","Divorced","Pretty happy",2016
"53455","Separated","Pretty happy",2016
"53456","Separated","Very happy",2016
"53457","Separated","Pretty happy",2016
"53458","Never married","Pretty happy",2016
"53459","Divorced","Pretty happy",2016
"53460","Married","Pretty happy",2016
"53461","Married","Pretty happy",2016
"53462","Never married","Pretty happy",2016
"53463","Never married","Pretty happy",2016
"53464","Married","Pretty happy",2016
"53465","Married","Pretty happy",2016
"53466","Widowed","Pretty happy",2016
"53467","Never married","Pretty happy",2016
"53468","Divorced","Pretty happy",2016
"53469","Married","Pretty happy",2016
"53470","Never married","Pretty happy",2016
"53471","Divorced","Not too happy",2016
"53472","Married","Pretty happy",2016
"53473","Married","Pretty happy",2016
"53474","Widowed","Not too happy",2016
"53475","Never married","Pretty happy",2016
"53476","Never married","Not too happy",2016
"53477","Never married","Not too happy",2016
"53478","Married","Very happy",2016
"53479","Married","Pretty happy",2016
"53480","Married","Pretty happy",2016
"53481","Married","Very happy",2016
"53482","Divorced","Very happy",2016
"53483","Never married","Pretty happy",2016
"53484","Never married","Pretty happy",2016
"53485","Divorced","Very happy",2016
"53486","Married","Pretty happy",2016
"53487","Divorced","Pretty happy",2016
"53488","Divorced","Pretty happy",2016
"53489","Never married","Pretty happy",2016
"53490","Divorced","Pretty happy",2016
"53491","Never married","Very happy",2016
"53492","Widowed","Very happy",2016
"53493","Separated","Pretty happy",2016
"53494","Divorced","Pretty happy",2016
"53495","Married","Very happy",2016
"53496","Married","Pretty happy",2016
"53497","Divorced","Pretty happy",2016
"53498","Married","Not too happy",2016
"53499","Married","Pretty happy",2016
"53500","Separated","Not too happy",2016
"53501","Married","Very happy",2016
"53502","Widowed","Not too happy",2016
"53503","Married","Very happy",2016
"53504","Widowed","Not too happy",2016
"53505","Married","Not too happy",2016
"53506","Married","Pretty happy",2016
"53507","Married","Pretty happy",2016
"53508","Never married","Pretty happy",2016
"53509","Married","Pretty happy",2016
"53510","Married","Pretty happy",2016
"53511","Separated","Pretty happy",2016
"53512","Divorced","Pretty happy",2016
"53513","Married","Pretty happy",2016
"53514","Married","Pretty happy",2016
"53515","Widowed","Not too happy",2016
"53516","Separated","Pretty happy",2016
"53517","Widowed","Not too happy",2016
"53518","Never married","Pretty happy",2016
"53519","Married","Pretty happy",2016
"53520","Never married","Not too happy",2016
"53521","Never married","Pretty happy",2016
"53522","Married","Pretty happy",2016
"53523","Never married","Pretty happy",2016
"53524","Widowed","Pretty happy",2016
"53525","Married","Pretty happy",2016
"53526","Never married","Very happy",2016
"53527","Divorced","Not too happy",2016
"53528","Married","Pretty happy",2016
"53529","Never married","Very happy",2016
"53530","Married","Pretty happy",2016
"53531","Married","Very happy",2016
"53532","Married","Not too happy",2016
"53533","Married","Very happy",2016
"53534","Married","Very happy",2016
"53535","Divorced","Pretty happy",2016
"53536","Married","Pretty happy",2016
"53537","Married","Very happy",2016
"53538","Married","Very happy",2016
"53539","Never married","Pretty happy",2016
"53540","Married","Very happy",2016
"53541","Never married","Pretty happy",2016
"53542","Married","Not too happy",2016
"53543","Married","Very happy",2016
"53544","Never married","Not too happy",2016
"53545","Never married","Not too happy",2016
"53546","Married","Pretty happy",2016
"53547","Married","Very happy",2016
"53548","Married","Pretty happy",2016
"53549","Divorced","Not too happy",2016
"53550","Married","Very happy",2016
"53551","Never married","Very happy",2016
"53552","Divorced","Pretty happy",2016
"53553","Married","Very happy",2016
"53554","Never married","Pretty happy",2016
"53555","Married","Pretty happy",2016
"53556","Married","Very happy",2016
"53557","Never married","Pretty happy",2016
"53558","Never married","Pretty happy",2016
"53559","Never married","Pretty happy",2016
"53560","Never married","Pretty happy",2016
"53561","Divorced","Very happy",2016
"53562","Divorced","Not too happy",2016
"53563","Divorced","Not too happy",2016
"53564","Divorced","Very happy",2016
"53565","Divorced","Very happy",2016
"53566","Widowed","Pretty happy",2016
"53567","Never married","Not too happy",2016
"53568","Divorced","Not too happy",2016
"53569","Married","Pretty happy",2016
"53570","Married","Very happy",2016
"53571","Divorced","Not too happy",2016
"53572","Never married","Not too happy",2016
"53573","Divorced","Pretty happy",2016
"53574","Divorced","Pretty happy",2016
"53575","Divorced","Pretty happy",2016
"53576","Never married","Not too happy",2016
"53577","Separated","Pretty happy",2016
"53578","Divorced","Very happy",2016
"53579","Never married","Pretty happy",2016
"53580","Never married","Not too happy",2016
"53581","Married","Very happy",2016
"53582","Married","Pretty happy",2016
"53583","Married","Pretty happy",2016
"53584","Widowed","Pretty happy",2016
"53585","Divorced","Pretty happy",2016
"53586","Married","Very happy",2016
"53587","Divorced","Pretty happy",2016
"53588","Never married","Pretty happy",2016
"53589","Married","Very happy",2016
"53590","Married","Pretty happy",2016
"53591","Divorced","Pretty happy",2016
"53592","Married","Very happy",2016
"53593","Divorced","Pretty happy",2016
"53594","Divorced","Very happy",2016
"53595","Married","Very happy",2016
"53596","Never married","Pretty happy",2016
"53597","Married","Pretty happy",2016
"53598","Divorced","Not too happy",2016
"53599","Never married","Pretty happy",2016
"53600","Married","Pretty happy",2016
"53601","Married","Very happy",2016
"53602","Divorced","Not too happy",2016
"53603","Never married","Pretty happy",2016
"53604","Never married","Pretty happy",2016
"53605","Divorced","Very happy",2016
"53606","Married","Pretty happy",2016
"53607","Married","Very happy",2016
"53608","Never married","Very happy",2016
"53609","Married","Very happy",2016
"53610","Divorced","Not too happy",2016
"53611","Never married","Pretty happy",2016
"53612","Never married","Pretty happy",2016
"53613","Widowed","Pretty happy",2016
"53614","Divorced","Pretty happy",2016
"53615","Never married","Pretty happy",2016
"53616","Married","Very happy",2016
"53617","Married","Pretty happy",2016
"53618","Never married","Very happy",2016
"53619","Never married","Pretty happy",2016
"53620","Married","Pretty happy",2016
"53621","Never married","Pretty happy",2016
"53622","Married","Very happy",2016
"53623","Divorced","Very happy",2016
"53624","Married","Pretty happy",2016
"53625","Married","Very happy",2016
"53626","Separated","Not too happy",2016
"53627","Never married","Pretty happy",2016
"53628","Never married","Very happy",2016
"53629","Married","Not too happy",2016
"53630","Never married","Very happy",2016
"53631","Never married","Pretty happy",2016
"53632","Never married","Not too happy",2016
"53633","Never married","Very happy",2016
"53634","Married","Very happy",2016
"53635","Married","Very happy",2016
"53636","Married","Pretty happy",2016
"53637","Never married","Pretty happy",2016
"53638","Divorced","Very happy",2016
"53639","Divorced","Pretty happy",2016
"53640","Never married","Very happy",2016
"53641","Divorced","Not too happy",2016
"53642","Widowed","Very happy",2016
"53643","Divorced","Not too happy",2016
"53644","Divorced","Very happy",2016
"53645","Married","Pretty happy",2016
"53646","Never married","Pretty happy",2016
"53647","Separated","Very happy",2016
"53648","Separated","Pretty happy",2016
"53649","Married","Very happy",2016
"53650","Married","Pretty happy",2016
"53651","Married","Pretty happy",2016
"53652","Separated","Not too happy",2016
"53653","Never married","Not too happy",2016
"53654","Widowed","Pretty happy",2016
"53655","Married","Very happy",2016
"53656","Divorced","Pretty happy",2016
"53657","Divorced","Pretty happy",2016
"53658","Never married","Very happy",2016
"53659","Widowed","Pretty happy",2016
"53660","Never married","Very happy",2016
"53661","Widowed","Very happy",2016
"53662","Married","Very happy",2016
"53663","Married","Pretty happy",2016
"53664","Widowed","Pretty happy",2016
"53665","Never married","Pretty happy",2016
"53666","Never married","Very happy",2016
"53667","Married","Very happy",2016
"53668","Married","Pretty happy",2016
"53669","Married","Not too happy",2016
"53670","Married","Very happy",2016
"53671","Married","Pretty happy",2016
"53672","Never married","Very happy",2016
"53673","Married","Very happy",2016
"53674","Never married","Pretty happy",2016
"53675","Married","Pretty happy",2016
"53676","Married","Very happy",2016
"53677","Never married","Pretty happy",2016
"53678","Married","Pretty happy",2016
"53679","Never married","Pretty happy",2016
"53680","Never married","Pretty happy",2016
"53681","Divorced","Pretty happy",2016
"53682","Never married","Pretty happy",2016
"53683","Divorced","Not too happy",2016
"53684","Married","Very happy",2016
"53685","Married","Pretty happy",2016
"53686","Divorced","Pretty happy",2016
"53687","Married","Very happy",2016
"53688","Separated","Very happy",2016
"53689","Married","Very happy",2016
"53690","Never married","Not too happy",2016
"53691","Never married","Pretty happy",2016
"53692","Never married","Very happy",2016
"53693","Married","Very happy",2016
"53694","Divorced","Pretty happy",2016
"53695","Divorced","Very happy",2016
"53696","Widowed","Very happy",2016
"53697","Never married","Pretty happy",2016
"53698","Never married","Pretty happy",2016
"53699","Never married","Pretty happy",2016
"53700","Divorced","Pretty happy",2016
"53701","Never married","Pretty happy",2016
"53702","Married","Pretty happy",2016
"53703","Married","Pretty happy",2016
"53704","Divorced","Pretty happy",2016
"53705","Married","Pretty happy",2016
"53706","Married","Very happy",2016
"53707","Widowed","Pretty happy",2016
"53708","Widowed","Pretty happy",2016
"53709","Married","Pretty happy",2016
"53710","Divorced","Not too happy",2016
"53711","Married","Very happy",2016
"53712","Widowed","Not too happy",2016
"53713","Married","Pretty happy",2016
"53714","Married","Pretty happy",2016
"53715","Divorced","Very happy",2016
"53716","Married","Pretty happy",2016
"53717","Widowed","Very happy",2016
"53718","Widowed","Pretty happy",2016
"53719","Divorced","Pretty happy",2016
"53720","Married","Pretty happy",2016
"53721","Married","Very happy",2016
"53722","Married","Pretty happy",2016
"53723","Married","Pretty happy",2016
"53724","Married","Not too happy",2016
"53725","Divorced","Pretty happy",2016
"53726","Widowed","Pretty happy",2016
"53727","Divorced","Pretty happy",2016
"53728","Married","Pretty happy",2016
"53729","Married","Very happy",2016
"53730","Married","Very happy",2016
"53731","Separated","Not too happy",2016
"53732","Married","Not too happy",2016
"53733","Married","Pretty happy",2016
"53734","Married","Very happy",2016
"53735","Never married","Pretty happy",2016
"53736","Divorced","Pretty happy",2016
"53737","Married","Pretty happy",2016
"53738","Divorced","Not too happy",2016
"53739","Separated","Pretty happy",2016
"53740","Separated","Not too happy",2016
"53741","Married","Pretty happy",2016
"53742","Married","Pretty happy",2016
"53743","Married","Very happy",2016
"53744","Married","Pretty happy",2016
"53745","Married","Very happy",2016
"53746","Married","Pretty happy",2016
"53747","Married","Pretty happy",2016
"53748","Married","Pretty happy",2016
"53749","Married","Pretty happy",2016
"53750","Married","Pretty happy",2016
"53751","Never married","Pretty happy",2016
"53752","Married","Pretty happy",2016
"53753","Separated","Very happy",2016
"53754","Married","Very happy",2016
"53755","Divorced","Very happy",2016
"53756","Divorced","Very happy",2016
"53757","Married","Pretty happy",2016
"53758","Married","Pretty happy",2016
"53759","Married","Very happy",2016
"53760","Married","Pretty happy",2016
"53761","Married","Very happy",2016
"53762","Married","Pretty happy",2016
"53763","Married","Pretty happy",2016
"53764","Married","Pretty happy",2016
"53765","Widowed","Very happy",2016
"53766","Married","Pretty happy",2016
"53767","Never married","Pretty happy",2016
"53768","Married","Pretty happy",2016
"53769","Divorced","Pretty happy",2016
"53770","Married","Very happy",2016
"53771","Widowed","Pretty happy",2016
"53772","Divorced","Not too happy",2016
"53773","Never married","Pretty happy",2016
"53774","Married","Pretty happy",2016
"53775","Married","Very happy",2016
"53776","Married","Pretty happy",2016
"53777","Married","Very happy",2016
"53778","Never married","Pretty happy",2016
"53779","Married","Very happy",2016
"53780","Never married","Very happy",2016
"53781","Married","Pretty happy",2016
"53782","Married","Pretty happy",2016
"53783","Married","Very happy",2016
"53784","Married","Very happy",2016
"53785","Married","Very happy",2016
"53786","Married","Pretty happy",2016
"53787","Married","Very happy",2016
"53788","Divorced","Pretty happy",2016
"53789","Never married","Pretty happy",2016
"53790","Never married","Very happy",2016
"53791","Never married","Pretty happy",2016
"53792","Married","Pretty happy",2016
"53793","Divorced","Not too happy",2016
"53794","Never married","Pretty happy",2016
"53795","Separated","Pretty happy",2016
"53796","Married","Pretty happy",2016
"53797","Divorced","Pretty happy",2016
"53798","Never married","Very happy",2016
"53799","Married","Pretty happy",2016
"53800","Married","Pretty happy",2016
"53801","Divorced","Pretty happy",2016
"53802","Widowed","Very happy",2016
"53803","Divorced","Very happy",2016
"53804","Widowed","Very happy",2016
"53805","Married","Pretty happy",2016
"53806","Divorced","Very happy",2016
"53807","Never married","Not too happy",2016
"53808","Divorced","Not too happy",2016
"53809","Never married","Pretty happy",2016
"53810","Never married","Pretty happy",2016
"53811","Divorced","Pretty happy",2016
"53812","Never married","Pretty happy",2016
"53813","Married","Not too happy",2016
"53814","Never married","Pretty happy",2016
"53815","Divorced","Very happy",2016
"53816","Married","Pretty happy",2016
"53817","Divorced","Pretty happy",2016
"53818","Married","Pretty happy",2016
"53819","Married","Very happy",2016
"53820","Divorced","Pretty happy",2016
"53821","Never married","Very happy",2016
"53822","Married","Pretty happy",2016
"53823","Married","Pretty happy",2016
"53824","Never married","Not too happy",2016
"53825","Divorced","Pretty happy",2016
"53826","Separated","Not too happy",2016
"53827","Never married","Very happy",2016
"53828","Divorced","Very happy",2016
"53829","Separated","Very happy",2016
"53830","Divorced","Pretty happy",2016
"53831","Married","Very happy",2016
"53832","Married","Pretty happy",2016
"53833","Married","Very happy",2016
"53834","Married","Pretty happy",2016
"53835","Never married","Pretty happy",2016
"53836","Married","Pretty happy",2016
"53837","Never married","Pretty happy",2016
"53838","Divorced","Not too happy",2016
"53839","Widowed","Pretty happy",2016
"53840","Widowed","Not too happy",2016
"53841","Divorced","Pretty happy",2016
"53842","Divorced","Not too happy",2016
"53843","Married","Very happy",2016
"53844","Never married","Pretty happy",2016
"53845","Married","Pretty happy",2016
"53846","Married","Pretty happy",2016
"53847","Never married","Very happy",2016
"53848","Married","Pretty happy",2016
"53849","Never married","Pretty happy",2016
"53850","Married","Very happy",2016
"53851","Divorced","Pretty happy",2016
"53852","Divorced","Pretty happy",2016
"53853","Never married","Pretty happy",2016
"53854","Married","Very happy",2016
"53855","Married","Pretty happy",2016
"53856","Divorced","Pretty happy",2016
"53857","Never married","Pretty happy",2016
"53858","Married","Very happy",2016
"53859","Divorced","Pretty happy",2016
"53860","Married","Pretty happy",2016
"53861","Married","Very happy",2016
"53862","Widowed","Pretty happy",2016
"53863","Divorced","Not too happy",2016
"53864","Never married","Pretty happy",2016
"53865","Never married","Not too happy",2016
"53866","Married","Pretty happy",2016
"53867","Divorced","Not too happy",2016
"53868","Widowed","Pretty happy",2016
"53869","Married","Very happy",2016
"53870","Married","Pretty happy",2016
"53871","Married","Very happy",2016
"53872","Never married","Not too happy",2016
"53873","Divorced","Pretty happy",2016
"53874","Married","Very happy",2016
"53875","Married","Pretty happy",2016
"53876","Married","Pretty happy",2016
"53877","Married","Pretty happy",2016
"53878","Married","Very happy",2016
"53879","Divorced","Very happy",2016
"53880","Married","Pretty happy",2016
"53881","Married","Pretty happy",2016
"53882","Divorced","Pretty happy",2016
"53883","Married","Very happy",2016
"53884","Divorced","Pretty happy",2016
"53885","Widowed","Pretty happy",2016
"53886","Divorced","Not too happy",2016
"53887","Married","Very happy",2016
"53888","Divorced","Very happy",2016
"53889","Married","Pretty happy",2016
"53890","Married","Very happy",2016
"53891","Never married","Pretty happy",2016
"53892","Married","Very happy",2016
"53893","Married","Pretty happy",2016
"53894","Divorced","Not too happy",2016
"53895","Divorced","Pretty happy",2016
"53896","Divorced","Pretty happy",2016
"53897","Never married","Very happy",2016
"53898","Married","Very happy",2016
"53899","Married","Very happy",2016
"53900","Widowed","Not too happy",2016
"53901","Never married","Very happy",2016
"53902","Married","Very happy",2016
"53903","Married","Pretty happy",2016
"53904","Divorced","Pretty happy",2016
"53905","Married","Pretty happy",2016
"53906","Widowed","Pretty happy",2016
"53907","Married","Pretty happy",2016
"53908","Married","Pretty happy",2016
"53909","Married","Pretty happy",2016
"53910","Married","Pretty happy",2016
"53911","Widowed","Pretty happy",2016
"53912","Married","Pretty happy",2016
"53913","Married","Pretty happy",2016
"53914","Married","Pretty happy",2016
"53915","Married","Pretty happy",2016
"53916","Separated","Pretty happy",2016
"53917","Never married","Pretty happy",2016
"53918","Married","Very happy",2016
"53919","Never married","Very happy",2016
